gene	bp_HG002_v4.2.1	fraction_HG002_v4.2.1	bp_coordinates_plus_segdups_plus_flanking_hifiasm_dip.bed	fraction_coordinates_plus_segdups_plus_flanking_hifiasm_dip.bed	chrom	start	end	start_coordinates_plus_segdups_plus_flanking	end_coordinates_plus_segdups_plus_flanking	bp_MRG_benchmark_bed	fraction_MRG_benchmark_bed	bp_in_AllRepeats_gt_10kb	fraction_in_AllRepeats_gt_10kb	bp_in_reference_gaps_stratification	fraction_in_reference_gaps_stratification	bp_in_Tier1andTier2_SV_0.6_slop150_stratification	fraction_in_Tier1andTier2_SV_0.6_slop150_stratification	bp_in_illumina_ccs_ont_cnv_stratification	fraction_in_illumina_ccs_ont_cnv_stratification	bp_in_ccs_ont_elliptical_outlier_cnv_stratification	fraction_in_ccs_ont_elliptical_outlier_cnv_stratification	bp_in_assembly_cnv_stratification	fraction_in_assembly_cnv_stratification	bp_in_vdj_stratification	fraction_in_vdj_stratification	bp_in_inversions_stratification	fraction_in_inversions_stratification	bp_in_segmental_duplications_gt5_percent_identity_gte_990_stratification	fraction_in_segmental_duplications_gt5_percent_identity_gte_990_stratification	bp_in_segmental_duplications_stratification	fraction_in_segmental_duplications_stratification	bp_in_low_mappability_and_segmental_duplications_stratification	fraction_in_low_mappability_and_segmental_duplications_stratification	num_v0.6_SVs_in_gene	num_MRG_SV_v0.1_in_gene	num_MRG_small_variant_v0.2_variants_in_gene	num_v4.2.1_small_variants_in_gene	bp_exon_covered_v4.2.1	fraction_exon_covered_v4.2.1	bp_exon_covered_MRG_benchmark	fraction_exon_covered_MRG_benchmark	mandelker	cosmic	high_priority	num_v4.2.1_variants_in_exons	num_MRG_SV_v0.1_benchmark_variants_in_exons	num_MRG_small_variant_v0.2_variants_in_exons	num_MRG_small_variant_v0.03_variants_in_gene	bp_MRG_small_variant_v0.03	fraction_MRG_small_variant_v0.03	num_MRG_SV_v0.02_SVs_in_gene	bp_exon_covered_MRG_small_variant_v0.03_benchmark	fraction_exon_covered_MRG_small_variant_v0.03_benchmark	num_MRG_small_variant_v0.03_variants_in_exons	num_MRG_SV_v0.02_variants_in_exons	bp_in_HG002_GIABv4.1_CNVsandSVs_stratification	fraction_in_HG002_GIABv4.1_CNVsandSVs_stratification	bp_in_HG002_GIABv4.1_complexandSVs_alldifficultregions_stratification	fraction_in_HG002_GIABv4.1_complexandSVs_alldifficultregions_stratification	num_breaks_in_hifiasm_dip.bed_plus_segdups_plus_flanking
KCNA6	40990	0.977465125	81935	1	12	4918342	4960277	4898342	4980277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	645	0.015380947	0	0	0	92	5975	1	0	0	yes	no	no	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNA1	21328	0.994034303	61456	1	12	5019071	5040527	4999071	5060527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0.006897837	0	0	0	0	7846	0.98394783	0	0	yes	no	no	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNA5	2864	1	42864	1	12	5153085	5155949	5133085	5175949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0.047835196	0	0	0	3	2864	1	0	0	yes	no	no	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NTF3	86987	0.972747808	129424	1	12	5541278	5630702	5521278	5650702	0	0	0	0	0	0	1441	0.016114242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	7.72E-04	1	0	0	70	1396	1	0	0	yes	no	no	0	0	0	0	0	0	0	0	0	0	0	1441	0.016114242	1441	0.0161142	0
VWF	170520	0.969436485	208899	0.967590877	12	6058040	6233936	6038040	6253936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25118	0.142800291	27922	0.158741529	2	0	0	418	8786	1	0	0	yes	no	no	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
TNFRSF1A	13129	0.982930299	53357	1	12	6437923	6451280	6417923	6471280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	4.49E-04	0	0	0	5	2213	1	0	0	yes	no	no	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCNN1A	29804	0.964936705	70887	1	12	6456009	6486896	6436009	6506896	0	0	0	0	0	0	703	0.022760385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	333	0.010781235	1	0	0	54	3620	1	0	0	yes	no	no	3	0	0	0	0	0	0	0	0	0	0	703	0.022760385	703	0.0227604	0
CD27	6606	0.964238797	46851	1	12	6554033	6560884	6534033	6580884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173	0.025251788	0	0	0	18	1332	1	0	0	yes	no	no	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCAPD2	36528	0.94634576	78599	1	12	6602522	6641121	6582522	6661121	0	0	0	0	0	0	390	0.010103889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	425	0.011010648	2	0	0	57	5516	1	0	0	yes	no	no	4	0	0	0	0	0	0	0	0	0	0	390	0.010103889	390	0.0101039	0
CHD4	34119	0.912443505	77393	1	12	6679249	6716642	6659249	6736642	0	0	0	0	0	0	956	0.025566282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	360	0.00962747	0	0	0	39	6385	0.989002478	0	0	yes	yes	no	4	0	0	0	0	0	0	0	0	0	0	956	0.025566282	956	0.0255663	0
ZNF384	22761	0.985537995	63095	1	12	6775643	6798738	6755643	6818738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0.002684564	0	0	0	5	3745	0.967450271	0	0	no	yes	no	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD4	31086	0.915640648	73950	1	12	6896024	6929974	6876024	6949974	32994	0.971840943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	427	0.01257732	1	0	106	80	3100	0.99871134	3104	1	yes	no	no	9	0	9	105	32965	0.970986745	0	3104	1	9	0	0	0	0	0	0
GNB3	7154	0.961688399	47439	1	12	6949118	6956557	6929118	6976557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0.012636107	0	0	0	0	1912	1	0	0	yes	no	yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TPI1	3829	1	43829	1	12	6976283	6980112	6956283	7000112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	538	0.14050666	0	0	0	1	2165	1	0	0	yes	no	no	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATN1	17116	0.958449994	57858	1	12	7033626	7051484	7013626	7071484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0.007895621	0	0	0	6	4412	1	0	0	yes	no	no	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C12orf57	3025	1	43025	1	12	7052141	7055166	7032141	7075166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	557	1	0	0	yes	no	no	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTPN6	14142	0.952451509	54848	1	12	7055631	7070479	7035631	7090479	0	0	0	0	0	0	567	0.038186961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	7.41E-04	2	0	0	15	2506	0.987780844	0	0	yes	yes	no	2	0	0	0	0	0	0	0	0	0	0	567	0.038186961	567	0.038187	0
EMG1	31751	0.958897077	73112	1	12	7072408	7105520	7052408	7125520	0	0	0	0	0	0	697	0.02104977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	379	0.011446001	1	0	0	8	0	0	0	0	yes	no	no	0	0	0	0	0	0	0	0	0	0	0	697	0.02104977	697	0.0210498	0
C1S	76691	0.935427212	113525	0.930647211	12	7096351	7178336	7076351	7198336	0	0	0	0	3460	0.042202842	685	0.008355187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2238	0.027297676	1	0	0	27	2117	0.603133903	0	0	yes	no	no	1	0	0	0	0	0	0	0	0	0	0	685	0.008355187	685	0.0083552	0
C1R	0	0	47690	0.488176886	12	7187513	7245203	7167513	7265203	0	0	0	0	7690	0.133298665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199	0.003449471	0	0	0	0	0	0	0	0	yes	no	no	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PEX5	26411	0.88363612	69889	1	12	7341281	7371170	7321281	7391170	27316	0.913914818	0	0	0	0	1297	0.043393891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3288	0.110007026	1	0	62	59	4396	1	4396	1	yes	no	yes	5	0	5	61	27257	0.911940848	0	4396	1	5	0	1297	0.043393891	1297	0.0433939	0
APOBEC1	14709	0.891292492	57067	1	12	7801996	7818499	7781432	7838499	16248	0.984548264	0	0	0	0	386	0.023389687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	467	0.028297885	0	0	61	42	874	1	874	1	yes	no	no	2	0	2	59	16190	0.981033751	0	874	1	2	0	386	0.023389687	386	0.0233897	0
GDF3	0	0	45994	1	12	7842378	7848372	7822378	7868372	5904	0.984984985	0	0	0	0	5994	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216	0.036036036	0	0	22	0	0	0	1237	1	yes	no	no	0	0	2	22	5904	0.984984985	0	1237	1	2	0	5994	1	5994	1	0
C3AR1	7446	0.911494675	48169	1	12	8210898	8219067	8190898	8239067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0.011262088	0	0	0	2	2086	1	0	0	yes	no	no	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AICDA	10345	0.966370855	50705	1	12	8754762	8765467	8734762	8785467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	2773	0.985429993	0	0	yes	no	no	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MFAP5	24928	0.975961162	65542	1	12	8789942	8815484	8769942	8835484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	647	0.025330828	946	0.037037037	0	0	0	6	2835	1	0	0	no	no	yes	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PHC1	27077	0.982082623	67571	1	12	9066492	9094063	9046492	9114063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2165	0.078524537	4209	0.152660404	0	0	0	61	4254	0.994855005	0	0	yes	no	no	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A2M	48359	0.995758262	88828	1	12	9220260	9268825	9200260	9289088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	855	0.017605271	0	0	0	105	4799	0.99812812	0	0	yes	no	no	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLEC7A	13276	0.984793413	53481	1	12	10269376	10282857	10249376	10302857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	328	0.024330539	0	0	0	22	2710	1	0	0	yes	no	no	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OLR1	13588	0.982146729	53835	1	12	10310902	10324737	10290902	10344737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0.005565595	0	0	0	33	2309	0.940912795	0	0	yes	no	no	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAS2R46	0	0	81321	0.959415297	12	11213964	11214893	11165993	11250754	0	0	0	0	0	0	929	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	0.200215285	0	0	0	0	0	0	0	0	yes	no	no	0	0	0	0	0	0	0	0	0	0	0	929	1	929	1	1
PRB1	41634	0.951786572	118008	1	12	11504757	11548500	11457047	11575055	0	0	0	0	0	0	1509	0.034496948	0	0	0	0	0	0	0	0	0	0	0	0	38720	0.885170199	38953	0.890496765	0	0	0	14	242	0.314285714	0	0	yes	no	no	0	0	0	0	0	0	0	0	0	0	0	1509	0.034496948	1509	0.0344969	0
ETV6	240000	0.97740564	285548	1	12	11802788	12048336	11782788	12068336	0	0	0	0	0	0	692	0.002818186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1116	0.004544936	2	0	0	432	5586	0.933957532	0	0	yes	yes	yes	15	0	0	0	0	0	0	0	0	0	0	692	0.002818186	692	0.0028182	0
LRP6	146295	0.968924477	190987	1	12	12268959	12419946	12248959	12439946	0	0	0	0	0	0	397	0.002629365	0	0	0	0	0	0	0	0	0	0	0	0	1965	0.013014365	2655	0.017584295	0	0	0	194	9874	0.987696309	0	0	yes	no	no	11	0	0	0	0	0	0	0	0	0	0	397	0.002629365	397	0.0026294	0
CDKN1B	7205	0.985231779	47313	1	12	12867992	12875305	12847992	12895305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	2654	1	0	0	yes	yes	yes	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GRIN2B	434285	0.987262667	479888	1	12	13693165	14133053	13673165	14153053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2972	0.006756265	1	0	0	712	26934	0.990074989	0	0	yes	no	yes	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GUCY2C	82812	0.986526572	123943	1	12	14765576	14849519	14745576	14869519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1167	0.013902291	0	0	0	115	3766	0.989230365	0	0	yes	no	no	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ART4	17926	1	57926	1	12	14978503	14996429	14958503	15016429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	5126	1	0	0	yes	no	no	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MGP	4745	1	44745	1	12	15034115	15038860	15014115	15058860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	1475	1	0	0	yes	no	no	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDE6H	8740	0.988352369	48843	1	12	15125956	15134799	15105956	15154799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0.011534547	0	0	0	12	743	1	0	0	yes	no	no	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTPRO	270544	0.983789209	315002	1	12	15475331	15750333	15455331	15770333	0	0	0	0	0	0	681	0.002476346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2795	0.010163562	2	0	0	388	6530	1	0	0	yes	no	no	6	0	0	0	0	0	0	0	0	0	0	681	0.002476346	681	0.0024763	0
EPS8	259440	0.989583135	302171	1	12	15773092	16035263	15753092	16055263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2879	0.010981382	0	0	0	196	4231	1	0	0	no	no	yes	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLCZ1	53949	0.982892436	94888	1	12	18836103	18890991	18816103	18910991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1584	0.028858767	2149	0.039152456	0	0	0	53	2133	1	0	0	yes	no	no	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLCO1C1	56077	0.966328342	98031	1	12	20848289	20906320	20828289	20926320	0	0	0	0	0	0	859	0.014802433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	740	0.012751805	1	0	0	152	3563	1	0	0	yes	no	no	7	0	0	0	0	0	0	0	0	0	0	859	0.014802433	859	0.0148024	0
SLCO1B3	274188	0.981331692	319404	1	12	20963636	21243040	20943636	21263040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10457	0.037426093	0	0	0	894	2811	1	0	0	yes	no	no	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLCO1B1	106785	0.98834734	148044	1	12	21284136	21392180	21264136	21412180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10770	0.099681611	0	0	0	105	2171	0.980578139	0	0	yes	no	yes	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLCO1A2	153732	0.991857749	194994	1	12	21417534	21572528	21397534	21592528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12654	0.08164187	0	0	0	96	7855	1	0	0	yes	no	no	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IAPP	24790	0.990846956	65019	1	12	21507893	21532912	21487893	21552912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2865	0.11451297	0	0	0	52	2009	1	0	0	yes	no	no	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PYROXD1	30523	0.931971543	72751	1	12	21590549	21623300	21570549	21643300	0	0	0	0	0	0	0	0	0	0	1000	0.030533419	0	0	0	0	0	0	0	0	1863	0.056883759	3552	0.108454704	0	0	0	187	2428	0.769084574	0	0	no	no	yes	4	0	0	0	0	0	0	0	0	0	0	1000	0.030533419	1000	0.0305334	0
RECQL	31726	0.968496245	72758	1	12	21621845	21654603	21601845	21674603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2339	0.071402406	2451	0.074821418	0	0	0	64	2936	0.796311364	0	0	no	no	yes	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GYS2	67604	0.984648548	108658	1	12	21689123	21757781	21669123	21777781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	709	0.010326546	0	0	0	82	3116	1	0	0	yes	no	no	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LDHB	119675	0.976819165	162515	1	12	21788276	21910791	21768276	21930791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3128	0.025531568	0	0	0	112	1578	1	0	0	yes	no	no	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNJ8	10283	0.967720685	50626	1	12	21917889	21928515	21897889	21948515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2339	0.98030176	0	0	yes	no	no	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCC9	141042	0.979451532	184001	1	12	21950335	22094336	21930335	22114336	0	0	0	0	0	0	768	0.005333296	0	0	0	0	0	0	0	0	0	0	0	0	1178	0.008180499	6102	0.042374706	2	0	0	238	8371	0.997497617	0	0	yes	no	yes	1	0	0	0	0	0	0	0	0	0	0	768	0.005333296	768	0.0053333	0
ST8SIA1	348130	0.932654286	413268	1	12	22216707	22589975	22196707	22609975	0	0	0	0	0	0	20217	0.054162157	0	0	0	0	0	0	0	0	0	0	0	0	13280	0.035577655	29896	0.080092588	0	0	0	553	9390	0.967143887	0	0	yes	no	no	8	0	0	0	0	0	0	0	0	0	0	20217	0.054162157	20217	0.0541622	1
ETNK1	64727	0.986842506	105590	1	12	22778009	22843599	22758009	22863599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	507	0.007729837	0	0	0	15	7396	0.982595988	0	0	no	yes	no	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SOX5	412846	0.97940815	461526	1	12	23682440	24103966	23662440	24123966	0	0	0	0	0	0	2558	0.006068428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3101	0.007356604	0	0	0	552	7151	0.976512358	0	0	yes	no	no	6	0	0	0	0	0	0	0	0	0	0	2558	0.006068428	2558	0.0060684	0
BCAT1	132643	0.960499066	178098	1	12	24964295	25102393	24944295	25122393	0	0	0	0	0	0	786	0.00569161	0	0	1000	0.007241234	0	0	0	0	0	0	0	0	0	0	1725	0.012491129	0	0	0	249	7471	0.850426864	0	0	yes	no	no	6	0	0	0	0	0	0	0	0	0	0	1786	0.012932845	1786	0.0129328	0
KRAS	44540	0.965176501	86147	1	12	25357723	25403870	25337723	25423870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4666	0.101111665	4850	0.105098923	0	0	0	67	5551	0.943566208	0	0	yes	yes	yes	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SSPN	170633	0.962402495	217299	1	12	26274924	26452223	26254924	26472223	0	0	0	0	0	0	303	0.001708977	0	0	4000	0.022560759	0	0	0	0	0	0	0	0	0	0	2592	0.014619372	0	0	0	313	2932	0.976031957	0	0	yes	no	no	5	0	0	0	0	0	0	0	0	0	0	4303	0.024269736	4303	0.0242697	0
STK38L	79572	0.970496762	121991	1	12	27396901	27478892	27376901	27498892	0	0	0	0	0	0	818	0.009976705	0	0	0	0	0	0	0	0	0	0	0	0	7300	0.089034162	8136	0.099230403	1	0	0	123	5054	1	0	0	yes	no	no	3	0	0	0	0	0	0	0	0	0	0	818	0.009976705	818	0.0099767	0
PPFIBP1	167901	0.97541436	212133	1	12	27676364	27848497	27656364	27868497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75356	0.437777765	75937	0.441153062	0	0	0	336	5967	0.983193277	0	0	no	yes	no	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTHLH	13844	0.94685726	54621	1	12	28111017	28125638	28091017	28145638	0	0	0	0	0	0	429	0.029341358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0.001299501	0	0	0	27	2994	0.984544558	0	0	yes	no	no	5	0	0	0	0	0	0	0	0	0	0	429	0.029341358	429	0.0293414	0
DDX11	30074	0.971821883	137829	1	12	31226779	31257725	31195335	31333164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30946	1	30946	1	0	0	0	31	3900	1	0	0	yes	no	no	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FGD4	237837	0.964773792	286521	1	12	32552463	32798984	32532463	32818984	0	0	0	0	0	0	409	0.001659088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6347	0.025746285	0	0	0	640	8019	0.974954407	0	0	yes	no	yes	12	0	0	0	0	0	0	0	0	0	0	409	0.001659088	409	0.0016591	0
DNM1L	62831	0.946934531	106352	1	12	32832134	32898486	32812134	32918486	0	0	0	0	0	0	1813	0.027323969	0	0	0	0	0	0	0	0	0	0	0	0	5801	0.087427659	6791	0.102348083	1	0	0	23	4331	0.955016538	0	0	yes	no	no	1	0	0	0	0	0	0	0	0	0	0	1813	0.027323969	1813	0.027324	0
YARS2	27969	0.984407997	68412	1	12	32880424	32908836	32860424	32928836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1492	0.052513023	1667	0.058672392	0	0	0	11	2117	1	0	0	yes	no	no	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PKP2	102040	0.961779537	146095	1	12	32943679	33049774	32923679	33069774	0	0	0	0	0	0	794	0.007483859	0	0	0	0	0	0	0	0	0	0	0	0	1983	0.018690796	3062	0.028860927	1	0	0	98	4362	0.986877828	0	0	yes	no	yes	1	0	0	0	0	0	0	0	0	0	0	794	0.007483859	794	0.0074839	0
ALG10	7384	0.996087954	95230	1	12	34175216	34182629	34121012	34216242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7413	1	7413	1	0	0	0	3	2370	0.991631799	0	0	yes	no	no	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ALG10B	7347	0.992301459	99534	1	12	38710380	38717784	38656087	38755621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7404	1	7404	1	0	0	0	16	3051	0.981660232	0	0	yes	no	no	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIF21A	147549	0.982598793	190162	1	12	39687030	39837192	39667030	39857192	0	0	0	0	0	0	740	0.004928011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	670	0.004461848	2	0	0	24	6602	1	0	0	yes	no	no	2	0	0	0	0	0	0	0	0	0	0	740	0.004928011	740	0.004928	0
LRRK2	167833	0.972713732	212541	1	12	40590546	40763087	40570546	40783087	0	0	0	0	0	0	1408	0.008160379	0	0	1000	0.005795724	0	0	0	0	0	0	0	0	0	0	2530	0.014663182	1	0	0	169	9107	1	0	0	yes	no	no	3	0	0	0	0	0	0	0	0	0	0	2408	0.013956103	2408	0.0139561	0
CNTN1	369931	0.97356412	419976	1	12	41086244	41466220	41066244	41486220	0	0	0	0	0	0	2000	0.00526349	0	0	1000	0.002631745	0	0	0	0	0	0	0	0	2513	0.006613576	9632	0.025348969	3	0	0	562	6889	1	0	0	yes	no	no	5	0	0	0	0	0	0	0	0	0	0	3000	0.007895235	3000	0.0078952	0
PRICKLE1	127642	0.966860329	172017	1	12	42852140	42984157	42832140	43004157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1239	0.009385155	0	0	0	284	4740	0.992670157	0	0	yes	no	no	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IRAK4	30266	0.989117291	70599	1	12	44152747	44183346	44132747	44203346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0.004607994	0	0	0	51	4226	0.976432532	0	0	yes	no	no	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANO6	221888	0.9887308	264417	1	12	45609770	45834187	45589770	45854187	0	0	0	0	0	0	303	0.001350165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11817	0.052656439	0	0	0	147	7073	0.996618289	0	0	yes	no	yes	1	0	0	0	0	0	0	0	0	0	0	303	0.001350165	303	0.0013502	0
ARID2	174491	0.978225648	218375	1	12	46123448	46301823	46103448	46321823	0	0	0	0	0	0	314	0.001760336	0	0	2000	0.011212334	0	0	0	0	0	0	0	0	0	0	501	0.00280869	1	0	0	81	8621	1	0	0	no	yes	no	0	0	0	0	0	0	0	0	0	0	0	2314	0.01297267	2314	0.0129727	0
VDR	98147	0.966860734	141511	1	12	48235320	48336831	48215320	48356831	0	0	0	0	0	0	1209	0.011910039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	744	0.007329255	1	0	0	140	5187	0.971348315	0	0	yes	no	yes	6	0	0	0	0	0	0	0	0	0	0	1209	0.011910039	1209	0.01191	0
COL2A1	31315	0.993464674	71521	1	12	48366748	48398269	48346748	48418269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	5017	1	0	0	yes	yes	yes	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PFKM	41045	0.994668605	81265	1	12	48498922	48540187	48478922	48560187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	839	0.020332	0	0	0	6	3751	1	0	0	yes	no	yes	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADCY6	22574	0.988137448	62845	1	12	49159975	49182820	49139975	49202820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0.004377325	0	0	0	2	6711	1	0	0	yes	no	no	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WNT10B	6050	0.941927448	46423	1	12	49359123	49365546	49339123	49385546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	2269	1	0	0	yes	no	no	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
