gene	mandelker	cosmic	high_priority	bp_HG002_v4.2.1	fraction_HG002_v4.2.1	bp_hifiasm_dip.bed	fraction_hifiasm_dip.bed	chrom	start	end	start_coordinates_plus_segdups_plus_flanking	end_coordinates_plus_segdups_plus_flanking	bp_exon_covered_v4.2.1	fraction_exon_covered_v4.2.1	bp_MRG_benchmark_bed	fraction_MRG_benchmark_bed	bp_exon_covered_MRG_benchmark	fraction_exon_covered_MRG_benchmark	bp_in_AllRepeats_gt_10kb	fraction_in_AllRepeats_gt_10kb	bp_in_reference_gaps_stratification	fraction_in_reference_gaps_stratification	bp_in_Tier1andTier2_SV_0.6_slop150_stratification	fraction_in_Tier1andTier2_SV_0.6_slop150_stratification	bp_in_illumina_ccs_ont_cnv_stratification	fraction_in_illumina_ccs_ont_cnv_stratification	bp_in_ccs_ont_elliptical_outlier_cnv_stratification	fraction_in_ccs_ont_elliptical_outlier_cnv_stratification	bp_in_assembly_cnv_stratification	fraction_in_assembly_cnv_stratification	bp_in_vdj_stratification	fraction_in_vdj_stratification	bp_in_inversions_stratification	fraction_in_inversions_stratification	bp_in_segmental_duplications_gt5_percent_identity_gte_990_stratification	fraction_in_segmental_duplications_gt5_percent_identity_gte_990_stratification	bp_in_segmental_duplications_stratification	fraction_in_segmental_duplications_stratification	bp_in_low_mappability_and_segmental_duplications_stratification	fraction_in_low_mappability_and_segmental_duplications_stratification	num_MRG_SV_v0.1_in_gene	num_MRG_SV_v0.1_benchmark_variants_in_exons	num_MRG_small_variant_v0.2_variants_in_gene	num_v4.2.1_small_variants_in_gene	num_v4.2.1_variants_in_exons	num_MRG_small_variant_v0.2_variants_in_exons	bp_MRG_small_variant_v0.03	fraction_MRG_small_variant_v0.03	num_MRG_small_variant_v0.03_variants_in_gene	num_MRG_SV_v0.02_SVs_in_gene	bp_exon_covered_MRG_small_variant_v0.03_benchmark	fraction_exon_covered_MRG_small_variant_v0.03_benchmark	num_MRG_small_variant_v0.03_variants_in_exons	num_MRG_SV_v0.02_variants_in_exons	bp_in_HG002_GIABv4.1_CNVsandSVs_stratification	fraction_in_HG002_GIABv4.1_CNVsandSVs_stratification	bp_in_HG002_GIABv4.1_complexandSVs_alldifficultregions_stratification	fraction_in_HG002_GIABv4.1_complexandSVs_alldifficultregions_stratification	num_breaks_in_hifiasm_dip.bed_plus_segdups_plus_flanking
WDPCP	yes	no	no	695529	0.9819917	748284	1	chr2	63119559	63827843	63099559	63847843	4875	0.970922127	0	0	0	0	0	0	0	0	3777	0.005332607	0	0	843	0.001190201	0	0	0	0	0	0	0	0	1239	0.001749298	27600	0.03896742	0	0	0	907	5	0	0	0	0	0	0	0	0	0	4620	0.006522807	107147	0.1512769	0
VPS54	yes	no	no	125321	0.9845933	167282	1	chr2	63892146	64019428	63872146	64039428	4706	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3691	0.028998602	0	0	0	131	2	0	0	0	0	0	0	0	0	0	0	0	18730	0.1471536	0
SPRED2	yes	no	no	116141	0.9536482	161786	1	chr2	65310851	65432637	65290851	65452637	4573	1	0	0	0	0	0	0	0	0	1724	0.014155979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1712	0.014057445	0	0	0	162	3	0	0	0	0	0	0	0	0	0	1724	0.014155979	13879	0.1139622	0
MEIS1	yes	no	no	138847	0.988819	180417	1	chr2	66433452	66573869	66413452	66593869	4449	0.977157918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	973	0.00692936	0	0	0	159	1	0	0	0	0	0	0	0	0	0	0	0	12826	0.0913422	0
PPP3R1	yes	no	no	74944	0.968519	117380	1	chr2	68178857	68256237	68158857	68276237	2872	0.951623592	0	0	0	0	0	0	0	0	474	0.006125614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	392	0.005065909	0	0	0	105	1	0	0	0	0	0	0	0	0	0	474	0.006125614	9444	0.122047	0
PROKR1	yes	no	no	14622	0.9965922	54672	1	chr2	68643579	68658251	68623579	68678251	4284	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	0.011450382	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1254	0.0854689	0
ANTXR1	yes	no	no	232912	0.9862925	276149	1	chr2	69013178	69249327	68993178	69269327	7081	0.996341635	0	0	0	0	0	0	0	0	883	0.003739165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	512	0.002168123	0	0	0	314	2	0	0	0	0	0	0	0	0	0	883	0.003739165	19100	0.0808811	0
GFPT1	yes	no	no	62600	0.9278198	107470	1	chr2	69319780	69387250	69299780	69407250	8460	0.976228941	0	0	0	0	0	0	0	0	0	0	0	0	3000	0.044464206	0	0	0	0	0	0	0	0	1551	0.022987995	1868	0.027686379	0	0	0	98	12	0	0	0	0	0	0	0	0	0	3000	0.044464206	13861	0.2054394	0
NFU1	yes	no	no	38252	0.9214019	81515	1	chr2	69396113	69437628	69376113	69457628	1224	1	0	0	0	0	0	0	0	0	464	0.011176683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	356	0.008575214	0	0	0	79	0	0	0	0	0	0	0	0	0	0	464	0.011176683	8792	0.2117789	0
ASPRV1	yes	no	no	2176	1	42176	1	chr2	69960089	69962265	69940089	69982265	2176	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	60	0.0275735	0
PCBP1	no	yes	no	1480	0.8574739	41726	1	chr2	70087477	70089203	70067477	70109203	1480	0.857473928	1552	0.899188876	1552	0.899188876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1062	0.615295481	1062	0.615295481	0	0	0	0	0	0	1552	0.899188876	0	0	1552	0.899188876	0	0	0	0	1378	0.7983778	0
C2orf42	yes	no	no	91576	0.9274928	138735	1	chr2	70149880	70248615	70129880	70268615	2571	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2859	0.028956297	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	18607	0.1884539	0
TIA1	yes	no	no	36715	0.936225	79216	1	chr2	70209444	70248660	70189444	70268660	4932	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	271	0.006910445	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	7475	0.190611	0
ADD2	yes	no	no	159495	0.9930763	200607	1	chr2	70607618	70768225	70587618	70788225	11957	0.988426883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4747	0.02955662	0	0	0	153	4	0	0	0	0	0	0	0	0	0	0	0	15128	0.0941927	0
FIGLA	yes	no	no	13230	0.9922748	54111	1	chr2	70777310	70790643	70757310	70811421	717	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0.006450161	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1599	0.119928	0
ATP6V1B1	yes	no	yes	28493	0.9648505	69531	1	chr2	70935900	70965431	70915900	70985431	1893	1	0	0	0	0	0	0	0	0	529	0.017913379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0.001964038	0	0	0	36	2	0	0	0	0	0	0	0	0	0	529	0.017913379	3608	0.1221767	0
MCEE	yes	no	no	20077	0.9767453	60555	1	chr2	71109684	71130239	71089684	71150239	821	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0.004329847	0	0	0	20	1	0	0	0	0	0	0	0	0	0	0	0	2145	0.1043542	0
DYSF	yes	no	yes	224313	0.9625267	273046	1	chr2	71453722	71686768	71433722	71706768	7129	1	0	0	0	0	0	0	0	0	3592	0.015413266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2223	0.009538889	0	0	0	369	4	0	0	0	0	0	0	0	0	0	3592	0.015413266	32101	0.1377453	0
CYP26B1	yes	no	no	18520	0.9851064	58800	1	chr2	72129238	72148038	72109238	72168038	4726	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	6040	0.3212766	0
SPR	yes	no	no	4776	1	44776	1	chr2	72887382	72892158	72867382	72912158	1429	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0.010469012	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	515	0.1078308	0
EMX1	yes	no	no	19811	1	59811	1	chr2	72916260	72936071	72896260	72956071	2141	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	5658	0.2855989	0
ALMS1	yes	no	yes	235961	0.985602	279408	1	chr2	73385758	73625166	73365758	73645166	12792	0.997426901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14517	0.060637071	30261	0.126399285	0	0	0	128	4	0	0	0	0	0	0	0	0	0	0	0	54892	0.2292822	0
DGUOK	yes	no	no	31711	0.9868057	72135	1	chr2	73926826	73958961	73906826	73978961	1137	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0.002458379	0	0	0	52	1	0	0	0	0	0	0	0	0	0	0	0	1947	0.0605881	0
BOLA3	yes	no	no	12285	0.9818574	52512	1	chr2	74135400	74147912	74115400	74167912	551	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0.011588875	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	1210	0.0967072	0
DCTN1	yes	yes	no	30803	0.9957974	70933	1	chr2	74361154	74392087	74341154	74412087	5156	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223	0.007209129	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2343	0.0757444	0
MOGS	yes	no	no	3704	0.8509074	44353	1	chr2	74461057	74465410	74441057	74485410	2877	1	3750	0.861474845	2877	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0.01906731	0	0	0	0	0	0	3750	0.861474845	0	0	2877	1	0	0	0	0	1714	0.3937514	0
TLX2	yes	no	no	3685	1	43685	1	chr2	74513463	74517148	74493463	74537148	2168	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2815	0.7639077	0
HTRA2	yes	no	no	3971	1	43971	1	chr2	74529377	74533348	74509377	74553348	2362	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1150	0.2895996	0
DOK1	yes	no	no	8426	0.9880394	48528	1	chr2	74549026	74557554	74529026	74577554	2594	0.962166172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2397	0.281074109	2409	0.282481238	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	4652	0.5454972	0
CTNNA2	no	yes	no	1443230	0.986062	1503630	1	chr2	79185231	80648861	79165231	80668861	5245	0.998667174	0	0	0	0	0	0	0	0	1324	9.05E-04	0	0	0	0	0	0	0	0	0	0	0	0	3073	0.002099574	32685	0.022331464	0	0	0	2012	7	0	0	0	0	0	0	0	0	0	1324	0.0009046	159931	0.1092701	0
LRRTM1	yes	no	no	16401	1	56401	1	chr2	80288351	80304752	80268351	80324752	4957	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	2373	0.1446863	0
SUCLG1	yes	no	yes	35838	0.9814059	76517	1	chr2	84423528	84460045	84403528	84480045	1220	0.967486122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	820	0.022455295	0	0	0	51	1	0	0	0	0	0	0	0	0	0	0	0	4813	0.1318016	0
TCF7L1	yes	no	no	170815	0.9650838	216995	1	chr2	85133392	85310387	85113392	85330387	2952	0.992936428	0	0	0	0	0	0	0	0	1491	0.008423967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2340	0.013220712	0	0	0	223	2	0	0	0	0	0	0	0	0	0	1491	0.008423967	17814	0.1006469	0
GGCX	yes	no	yes	16725	0.9939383	56827	1	chr2	85544720	85561547	85524720	85581547	7478	0.986543536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	560	0.033279848	603	0.035835265	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1497	0.0889642	0
SFTPB	yes	no	no	11102	0.9715586	51427	1	chr2	85657314	85668741	85637314	85688741	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0.008576179	0	NA	0	6	NA	NA	0	0	0	0	NA	NA	NA	NA	0	0	3135	0.2743502	0
ST3GAL5	yes	no	no	67174	0.9867066	108079	1	chr2	85837120	85905199	85817120	85925199	5451	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	371	0.005449551	0	0	0	26	1	0	0	0	0	0	0	0	0	0	0	0	4436	0.0651596	0
IMMT	yes	no	no	49314	0.9513099	91838	1	chr2	86143932	86195770	86123932	86215770	2986	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0.002835758	0	0	0	127	7	0	0	0	0	0	0	0	0	0	0	0	6648	0.1282457	0
REEP1	yes	no	no	121365	0.9780402	164090	1	chr2	86213993	86338083	86193993	86358083	3772	0.964952673	0	0	0	0	0	0	0	0	396	0.003191232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1582	0.012748811	0	0	0	244	3	0	0	0	0	0	0	0	0	0	396	0.003191232	11152	0.0898703	0
CD8A	yes	no	no	23484	0.9873034	63786	1	chr2	86784610	86808396	86764610	86828396	3625	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	278	0.011687547	0	0	0	8	1	0	0	0	0	0	0	0	0	0	0	0	3648	0.1533675	0
FABP1	yes	no	no	4977	0.9797244	45080	1	chr2	88122982	88128062	88102982	88148062	497	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	147	0.028937	0
FOXI3	yes	no	no	5906	1	45906	1	chr2	88446787	88452693	88426787	88472693	2839	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0.001185235	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1077	0.1823569	0
EIF2AK3	yes	no	no	69350	0.9805862	110723	1	chr2	88556741	88627464	88536741	88647464	4519	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0.001569504	0	0	0	36	3	0	0	0	0	0	0	0	0	0	0	0	8520	0.12047	0
RPIA	yes	no	no	36405	0.6143681	116393	1	chr2	88691673	88750929	88671673	88788066	425	0.235587583	55902	0.943398137	1804	1	0	0	0	0	22438	0.378662076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3284	0.055420548	2	0	34	19	0	2	55855	0.942604968	33	2	1804	1	2	0	22438	0.378662076	26555	0.4481403	0
IGKC	yes	no	no	0	0	0	0	chr2	88857161	88857683	88837161	88877683	NA	NA	0	0	NA	NA	0	0	0	0	522	1	0	0	0	0	0	0	323	0.618773946	0	0	0	0	0	0	0	0	0	NA	0	0	NA	NA	0	0	0	0	NA	NA	NA	NA	522	1	522	1	0
IGKV1-5	yes	no	no	0	0	0	0	chr2	88947301	88947957	88927301	89330679	NA	NA	0	0	NA	NA	0	0	0	0	656	1	0	0	0	0	0	0	656	1	0	0	0	0	656	1	656	1	0	NA	0	0	NA	NA	0	0	0	0	NA	NA	NA	NA	656	1	656	1	0
ADRA2B	yes	no	no	3695	1	43695	1	chr2	96112876	96116571	96092876	96136571	3695	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	1534	0.4151556	0
TMEM127	yes	yes	no	16578	0.9482355	57483	1	chr2	96248514	96265997	96228514	96285997	6267	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0.00869416	0	0	0	12	6	0	0	0	0	0	0	0	0	0	0	0	2461	0.1407653	0
SNRNP200	yes	no	no	45819	0.9762641	86933	1	chr2	96274338	96321271	96254338	96341271	7149	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	0.003536957	0	0	0	29	1	0	0	0	0	0	0	0	0	0	0	0	3152	0.0671596	0
CNNM4	yes	no	no	47075	0.9235463	90972	1	chr2	96760902	96811874	96740902	96831874	4776	1	0	0	0	0	0	0	0	0	1473	0.028898219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1156	0.022679118	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1473	0.028898219	9933	0.1948717	0
SEMA4C	yes	no	no	10545	0.9552495	51039	1	chr2	96859718	96870757	96839718	96890757	3637	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0.008062324	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	5107	0.4626325	0
ZAP70	yes	no	no	26036	0.9898867	66302	1	chr2	97713560	97739862	97693560	97759862	2537	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	6.84E-04	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	5393	0.2050414	0
CNGA3	yes	no	no	51944	0.9910519	92413	1	chr2	98346188	98398601	98326188	98418601	3807	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0.003262549	0	0	0	139	1	0	0	0	0	0	0	0	0	0	0	0	4063	0.0775189	0
COA5	yes	no	no	9201	1	49201	1	chr2	98599314	98608515	98579314	98628515	1767	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	2	0	0	0	0	0	0	0	0	0	0	0	959	0.1042278	0
MGAT4A	yes	no	no	109864	0.9807009	152026	1	chr2	98619106	98731132	98599106	98751132	8705	0.995312143	0	0	0	0	0	0	0	0	531	0.004739971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1140	0.010176209	0	0	0	42	2	0	0	0	0	0	0	0	0	0	531	0.004739971	13269	0.1184457	0
AFF3	yes	yes	no	636512	0.9837761	671743	0.977779	chr2	99545419	100192428	99525419	100212428	10236	0.999609375	0	0	0	0	0	0	0	0	604	9.34E-04	0	0	0	0	0	0	0	0	0	0	0	0	24144	0.037316328	37489	0.057942007	0	0	0	428	4	0	0	0	0	0	0	0	0	0	604	0.000933526	80794	0.1248731	1
NPAS2	yes	no	no	173459	0.9817137	216690	1	chr2	100820139	100996829	100800139	101016829	3999	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	737	0.004171147	0	0	0	252	4	0	0	0	0	0	0	0	0	0	0	0	12939	0.07323	0
RFX8	yes	no	no	75097	0.9658405	117753	1	chr2	101397359	101475112	101377359	101495112	2128	1	0	0	0	0	0	0	0	0	757	0.009735959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2789	0.035869999	0	0	0	306	2	0	0	0	0	0	0	0	0	0	757	0.009735959	12109	0.1557368	0
IL1R1	yes	no	no	114125	0.9895517	155330	1	chr2	102064544	102179874	102044544	102199874	5328	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	810	0.007023324	0	0	0	236	5	0	0	0	0	0	0	0	0	0	0	0	10872	0.0942686	0
IL1RL1	yes	no	no	39121	0.9651166	80535	1	chr2	102311502	102352037	102291502	102372037	4784	0.97216013	0	0	0	0	0	0	0	0	889	0.021931664	0	0	0	0	0	0	0	0	0	0	0	0	1415	0.034908104	5651	0.139410386	0	0	0	121	12	0	0	0	0	0	0	0	0	0	889	0.021931664	9134	0.2253361	0
FHL2	yes	no	no	79795	0.9875497	120801	1	chr2	105357712	105438513	105337712	105458513	5761	0.995163241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1723	0.021323994	0	0	0	99	2	0	0	0	0	0	0	0	0	0	0	0	8965	0.1109516	0
RGPD3	no	yes	no	67822	0.8794004	147663	1	chr2	106391290	106468413	106367374	106515037	6942	0.965239155	73889	0.958066984	7162	0.995828699	0	0	0	0	2678	0.034723753	0	0	0	0	0	0	0	0	0	0	0	0	77123	1	77123	1	0	0	92	61	4	4	73888	0.958054018	92	0	7162	0.995828699	4	0	2678	0.034723753	77123	1	0
ST6GAL2	yes	no	no	84789	0.9915915	125508	1	chr2	106801600	106887108	106781600	106907108	7393	0.978816364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	0.001964728	0	0	0	179	5	0	0	0	0	0	0	0	0	0	0	0	8372	0.097909	0
SLC5A7	yes	no	no	27128	0.9875141	67471	1	chr2	107986523	108013994	107966523	108033994	5159	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	219	0.007972043	0	0	0	38	5	0	0	0	0	0	0	0	0	0	0	0	3267	0.1189254	0
SULT1C2	yes	no	no	20815	0.9783324	61276	1	chr2	108288639	108309915	108268639	108329915	2769	0.96112461	0	0	0	0	0	0	0	0	402	0.018894529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0.002773078	0	0	0	24	3	0	0	0	0	0	0	0	0	0	402	0.018894529	1662	0.0781162	0
SULT1C4	yes	no	no	10908	0.9846542	51078	1	chr2	108377911	108388989	108357911	108408989	2712	0.953921913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3.61E-04	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1172	0.1057953	0
RANBP2	yes	yes	no	59816	0.9018348	106327	1	chr2	108719482	108785809	108699482	108805809	11671	0.99931501	0	0	0	0	0	0	0	0	375	0.005653806	0	0	0	0	0	0	0	0	0	0	0	0	52256	0.787854117	52263	0.787959654	0	0	0	13	1	0	0	0	0	0	0	0	0	0	375	0.005653806	54255	0.8179927	0
EDAR	yes	no	no	93314	0.9832773	134901	1	chr2	108894471	108989372	108874471	109009372	4050	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	526	0.005542618	0	0	0	241	6	0	0	0	0	0	0	0	0	0	0	0	8619	0.090821	0
NPHP1	yes	no	no	82052	0.991505	0	0	chr2	110122311	110205066	110102173	110225066	3715	0.988031915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1800	0.021750952	8885	0.107365114	0	0	0	101	3	0	0	0	0	0	0	0	0	0	0	0	16848	0.2035889	0
BUB1	yes	no	no	39752	0.9806834	423265	0.8980931	chr2	110637528	110678063	110228182	110699475	3737	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0.001504872	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	4776	0.1178241	1
BCL2L11	yes	no	no	48030	0.9788656	89067	1	chr2	111119378	111168445	111099378	111188445	5987	0.984703947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	370	0.00754071	0	0	0	49	6	0	0	0	0	0	0	0	0	0	0	0	5462	0.1113172	0
ANAPC1	yes	no	no	256287	0.9386049	379468	1	chr2	111611639	111884690	111525222	111904690	7618	0.987555095	0	0	0	0	0	0	0	0	2015	0.007379574	0	0	0	0	0	0	0	0	0	0	0	0	166632	0.610259622	169237	0.619799964	0	0	0	444	5	0	0	0	0	0	0	0	0	0	2015	0.007379574	179727	0.6582177	0
MERTK	yes	no	no	127295	0.9720589	329845	1	chr2	111898607	112029561	111719716	112049561	3771	0.990543735	0	0	0	0	0	0	0	0	350	0.002672694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1792	0.013684194	0	0	0	282	4	0	0	0	0	0	0	0	0	0	350	0.002672694	13390	0.1022496	0
IL1B	yes	no	no	7065	1	47065	1	chr2	112829751	112836816	112809751	112856816	1500	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	341	0.0482661	0
IL36RN	yes	no	no	6744	1	46744	1	chr2	113058638	113065382	113038638	113085382	2710	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	11	0	0	0	0	0	0	0	0	0	0	0	840	0.1245552	0
IL1RN	yes	no	no	25550	0.9532871	66802	1	chr2	113107214	113134016	113087214	113154016	2241	0.973078593	0	0	0	0	0	0	0	0	813	0.030333557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	329	0.012275203	0	0	0	81	5	0	0	0	0	0	0	0	0	0	813	0.030333557	2638	0.0984255	0
PAX8	yes	yes	no	61437	0.9763683	194635	1	chr2	113215997	113278921	113195997	113390632	4140	1	0	0	0	0	0	0	0	0	720	0.011442375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	650	0.010329922	0	0	0	95	3	0	0	0	0	0	0	0	0	0	720	0.011442375	7305	0.1160924	0
STEAP3	yes	no	no	41279	0.98704	81821	1	chr2	119223831	119265652	119203831	119285652	4448	0.976723759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0.002725903	0	0	0	77	5	0	0	0	0	0	0	0	0	0	0	0	3327	0.0795533	0
GLI2	yes	no	no	252874	0.9838307	297030	1	chr2	120735623	120992653	120715623	121012653	6785	1	0	0	0	0	0	0	0	0	1753	0.006820216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1174	0.00456756	0	0	0	374	2	0	0	0	0	0	0	0	0	0	1753	0.006820216	33769	0.1313816	0
RNU4ATAC	yes	no	no	126	1	40126	1	chr2	121530881	121531007	121510881	121551007	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	NA	NA	0	0	0	0	NA	NA	NA	NA	0	0	0	0	0
GYPC	yes	no	no	39698	0.9793754	80534	1	chr2	126656133	126696667	126636133	126716667	1831	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7153	0.176469137	7269	0.179330932	0	0	0	106	5	0	0	0	0	0	0	0	0	0	0	0	10980	0.2708837	0
BIN1	yes	no	yes	58422	0.9858423	99261	1	chr2	127048027	127107288	127028027	127127288	2651	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0.001366835	0	0	0	166	3	0	0	0	0	0	0	0	0	0	0	0	22147	0.3737196	0
ERCC3	yes	yes	yes	36357	0.9859258	76876	1	chr2	127257290	127294166	127237290	127314166	2703	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	280	0.007593014	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2261	0.0613136	0
