Gene stable ID	Gene start (bp)	Gene end (bp)	Chromosome/scaffold name	Gene name
ENSG00000224577	177502438	177520686	2	LINC01117
ENSG00000230355	67108219	67108354	2	AC009474.2
ENSG00000230525	67131568	67198594	2	AC007403.2
ENSG00000252027	177529404	177529494	2	RNU6ATAC14P
ENSG00000230552	177588996	177684038	2	AC092162.1
ENSG00000232688	67148642	67149589	2	AC007403.1
ENSG00000223859	67267678	67269098	2	AC007403.3
ENSG00000237053	177669715	177671065	2	FUCA1P1
ENSG00000223777	177674154	177674587	2	AC092162.2
ENSG00000227098	177710721	177714156	2	AC073636.1
ENSG00000213236	127315012	127315739	2	YWHAZP2
ENSG00000235885	67313578	67523207	2	AC023115.2
ENSG00000206866	177794713	177794818	2	RNU6-187P
ENSG00000273398	68358370	68488362	2	RP11-474G23.1
ENSG00000236501	177855236	178029244	2	AC079305.11
ENSG00000251746	178003427	178003525	2	RNA5SP112
ENSG00000229337	178020350	178077390	2	AC079305.8
ENSG00000226273	178042423	178042983	2	AC079305.5
ENSG00000201102	178059711	178059823	2	Y_RNA
ENSG00000235128	127437198	127437996	2	AC013474.4
ENSG00000206963	127460415	127460518	2	RNU6-675P
ENSG00000213069	178062713	178063275	2	KRT8P40
ENSG00000238788	127774997	127775058	2	RNU7-182P
ENSG00000263721	178077454	178077527	2	MIR4444-2
ENSG00000260634	127781828	127783299	2	RP11-521O16.1
ENSG00000225808	178093919	178094234	2	DNAJC19P5
ENSG00000260163	127782787	127787262	2	RP11-521O16.2
ENSG00000265396	178120673	178120738	2	MIR3128
ENSG00000273445	87777014	87777553	2	RP11-1399P15.1
ENSG00000222043	178129087	178130243	2	AC079305.10
ENSG00000237630	127927587	127927807	2	NIFKP9
ENSG00000214354	87865347	87866283	2	AC133644.3
ENSG00000226789	128004834	128007658	2	AC110926.4
ENSG00000115946	68384976	68403370	2	PNO1
ENSG00000213963	178148236	178257419	2	AC074286.1
ENSG00000213301	105387740	105388343	2	HMGB3P11
ENSG00000223884	7202858	7218011	2	AC019048.1
ENSG00000265507	87929274	87929353	2	MIR4435-1
ENSG00000225933	87954409	87954762	2	AC133965.1
ENSG00000230906	67314145	67485098	2	AC023115.1
ENSG00000271825	178165328	178166734	2	RP11-337N6.2
ENSG00000271996	178171101	178175300	2	RP11-337N6.1
ENSG00000237178	178209171	178209564	2	AC019080.1
ENSG00000238295	178210586	178210689	2	snoU13
ENSG00000223145	7281358	7281675	2	RN7SKP112
ENSG00000237655	178467817	178483300	2	AC073834.3
ENSG00000233639	105424030	105469641	2	LINC01158
ENSG00000272002	7401002	7401635	2	RP11-557L19.1
ENSG00000229941	178563157	178588017	2	AC012499.1
ENSG00000236664	178817838	178876716	2	AC011998.1
ENSG00000213962	178862000	178863497	2	API5P2
ENSG00000213774	7464879	7465193	2	AC010904.1
ENSG00000229744	178882720	178883192	2	AC011998.2
ENSG00000206788	178903629	178903731	2	RNU6-629P
ENSG00000234231	88000503	88038766	2	AC093616.4
ENSG00000249909	178957230	178969197	2	CYCTP
ENSG00000227241	178970364	178970480	2	AC011998.4
ENSG00000223096	179007275	179007378	2	RNU5E-9P
ENSG00000229727	7561392	7590385	2	AC013460.1
ENSG00000260931	179265561	179267618	2	RP11-65L3.1
ENSG00000269707	105469743	105542510	2	RP11-13J10.1
ENSG00000223960	179278666	179304970	2	AC009948.5
ENSG00000239587	105481865	105483954	2	AC018730.4
ENSG00000115935	175424300	175547644	2	WIPF1
ENSG00000238082	179319443	179320155	2	AC009948.7
ENSG00000229743	105481955	105489053	2	LINC01159
ENSG00000224509	105552869	105654954	2	AC010884.1
ENSG00000263685	105609360	105609438	2	AC010884.2
ENSG00000231851	105713510	105719402	2	AC104655.2
ENSG00000237298	179385910	179639402	2	TTN-AS1
ENSG00000236780	67350489	67442451	2	AC078941.1
ENSG00000226508	105760571	105761882	2	AC104655.3
ENSG00000236605	67551759	67552436	2	AC023115.4
ENSG00000272861	105865861	105866251	2	RP11-332H14.1
ENSG00000235319	105940667	105946986	2	AC012360.4
ENSG00000224173	67789199	67801176	2	AC007422.1
ENSG00000229604	88124461	88124662	2	MTATP8P2
ENSG00000272994	105950484	105953932	2	RP11-332H14.2
ENSG00000238273	105979495	105995296	2	AC012360.6
ENSG00000225428	88268128	88268490	2	AC108479.1
ENSG00000115274	74682150	74688011	2	INO80B
ENSG00000200250	128074449	128074555	2	RNU6-1147P
ENSG00000221255	7716972	7717102	2	RNU6ATAC37P
ENSG00000236682	128146706	128158156	2	AC068282.3
ENSG00000264075	128181113	128181194	2	MIR4783
ENSG00000235495	67792736	67911209	2	AC010987.5
ENSG00000237013	68023186	68052694	2	AC010987.6
ENSG00000235522	106462990	106473633	2	AC009505.2
ENSG00000230515	7811735	7812377	2	AC092580.3
ENSG00000233205	88272175	88272601	2	AC108479.2
ENSG00000231731	128221218	128263373	2	AC010976.2
ENSG00000235968	68250826	68251898	2	AC079112.1
ENSG00000084674	21224301	21266945	2	APOB
ENSG00000235576	7865932	7870836	2	AC092580.4
ENSG00000234162	106575540	106578462	2	AC009505.4
ENSG00000236259	68352397	68352879	2	AC017083.2
ENSG00000238979	88310621	88310721	2	snoU13
ENSG00000273275	68406965	68407664	2	RP11-474G23.2
ENSG00000233339	106795998	106800253	2	AC018878.3
ENSG00000232979	7875776	7875914	2	AC092580.2
ENSG00000222724	88315873	88316066	2	RNU2-63P
ENSG00000213295	106863825	106864197	2	AC092106.2
ENSG00000223373	213775727	213784533	2	AC108066.1
ENSG00000266354	213790981	213791060	2	MIR4776-2
ENSG00000270659	214017694	214018383	2	RP11-105N14.1
ENSG00000202429	128229810	128229991	2	RNU4-48P
ENSG00000272789	128383572	128384423	2	RP11-286H15.1
ENSG00000236193	214020530	214032436	2	RP11-105N14.3
ENSG00000272519	214131719	214140876	2	RP11-105N14.2
ENSG00000265003	88382038	88382118	2	MIR4780
ENSG00000201470	128556477	128556572	2	RNY4P7
ENSG00000196096	214141276	214148929	2	AC079610.2
ENSG00000200390	128587321	128587426	2	Y_RNA
ENSG00000224061	106869687	106870173	2	AC092106.1
ENSG00000265734	214622791	214622883	2	MIR4438
ENSG00000202012	88529088	88529183	2	RNY4P15
ENSG00000229405	7876569	7877226	2	AC092580.1
ENSG00000197585	215114764	215548970	2	AC107218.3
ENSG00000270081	128601127	128603261	2	RP5-935K16.1
ENSG00000213917	215145362	215146176	2	RPL5P8
ENSG00000202532	128602810	128602915	2	RNU6-395P
ENSG00000244563	128604310	128604658	2	AC006011.4
ENSG00000221619	88594111	88594198	2	AC012671.3
ENSG00000216115	68457058	68457147	2	AC017083.1
ENSG00000273064	68480002	68480980	2	RP11-474G23.3
ENSG00000239049	88606879	88606982	2	snoU13
ENSG00000230353	106905259	106905509	2	AC114755.2
ENSG00000221443	68500236	68500338	2	AC017083.3
ENSG00000203395	68588346	68592716	2	AC015969.3
ENSG00000226506	8026901	8039786	2	AC007463.2
ENSG00000229462	68672842	68676306	2	AC127383.1
ENSG00000272667	128644130	128644759	2	RP11-395A13.2
ENSG00000232508	88664214	88665127	2	MRPL45P1
ENSG00000204399	128688901	128689014	2	AC012306.2
ENSG00000224257	215374920	215401614	2	VWC2L-IT1
ENSG00000214525	68755373	68756584	2	AC130709.1
ENSG00000233939	106921211	106921653	2	AC114755.4
ENSG00000177261	215562451	215562788	2	ENSAP3
ENSG00000227513	106961022	106961889	2	AC114755.3
ENSG00000234044	128824768	128824981	2	AC108059.1
ENSG00000229682	106984665	106985332	2	AC114755.5
ENSG00000229267	215674953	215827998	2	AC072062.1
ENSG00000253029	88667312	88667381	2	RNU6-568P
ENSG00000235665	8062556	8418214	2	LINC00298
ENSG00000229695	43907604	43908761	2	AC011242.5
ENSG00000207274	215711671	215711805	2	SNORA70
ENSG00000266309	88673658	88673758	2	AC012671.4
ENSG00000230076	215711852	215712169	2	AC016708.2
ENSG00000200432	128825374	128825475	2	Y_RNA
ENSG00000227769	215886722	215906980	2	AC072062.3
ENSG00000264856	128879655	128879963	2	RN7SL206P
ENSG00000229173	128897366	128898090	2	AC108059.4
ENSG00000235486	106986180	106994703	2	AC114755.7
ENSG00000252490	43999259	43999489	2	RN7SKP66
ENSG00000200924	44119829	44119935	2	RNU6-1048P
ENSG00000219391	44293033	44293293	2	AC019129.1
ENSG00000237571	216139715	216142670	2	AC073284.4
ENSG00000236790	8147901	8523751	2	LINC00299
ENSG00000238663	216167489	216167587	2	snoU13
ENSG00000230695	216300976	216301715	2	AC012462.1
ENSG00000252599	44381928	44382034	2	RNU6-566P
ENSG00000225166	216318430	216328594	2	AC012462.2
ENSG00000228618	216341390	216344971	2	AC012462.3
ENSG00000240935	106998562	107010027	2	PLGLA
ENSG00000234938	216395170	216410249	2	AC012668.1
ENSG00000232101	128908728	128908878	2	AC108059.2
ENSG00000224637	44393405	44394082	2	AC019129.2
ENSG00000229758	128957475	128957769	2	DYNLT3P2
ENSG00000153214	112812800	112876895	2	TMEM87B
ENSG00000237525	216397856	216578618	2	AC012668.2
ENSG00000273106	44394764	44395998	2	RP11-559M23.1
ENSG00000212133	88683013	88683116	2	RNU6-1168P
ENSG00000252395	88714417	88714523	2	RNU6-1007P
ENSG00000224291	88727597	88728134	2	AC012671.2
ENSG00000239052	44466707	44466800	2	snoU13
ENSG00000226972	44497760	44498245	2	AC013717.3
ENSG00000227981	216444130	216447358	2	AC012668.3
ENSG00000252896	45009185	45009269	2	AC067957.1
ENSG00000214336	88747726	88752131	2	FOXI3
ENSG00000235770	216476286	216708445	2	LINC00607
ENSG00000259439	45147332	45166338	2	RP11-89K21.1
ENSG00000185631	128960935	128961349	2	AC017079.3
ENSG00000170396	185463093	185804219	2	ZNF804A
ENSG00000270956	179405852	179406526	2	RP11-65L3.4
ENSG00000270277	179413611	179415408	2	RP11-65L3.2
ENSG00000271011	179441830	179442349	2	RP11-171I2.5
ENSG00000270574	179443517	179445633	2	RP11-171I2.2
ENSG00000237666	107087255	107094125	2	AC108868.3
ENSG00000240344	201735630	201754026	2	PPIL3
ENSG00000271141	179481308	179481850	2	RP11-171I2.4
ENSG00000271401	179509444	179509906	2	RP11-171I2.3
ENSG00000267784	179588184	179591773	2	RP11-171I2.1
ENSG00000266413	179641653	179644690	2	RP11-88L24.4
ENSG00000254126	107103824	107123396	2	CD8BP
ENSG00000230838	216582766	216584147	2	AC093850.2
ENSG00000238542	179696098	179696176	2	RNU7-104P
ENSG00000238180	128975162	128975646	2	AC017079.4
ENSG00000231541	179866483	179867487	2	RPS6P2
ENSG00000220999	88762285	88762370	2	AC012671.1
ENSG00000216721	216669454	216669704	2	AC093850.1
ENSG00000227824	216734646	216735241	2	AC122136.2
ENSG00000237576	69059176	69064856	2	AC097495.2
ENSG00000252742	129108403	129108501	2	Y_RNA
ENSG00000236502	45167293	45169012	2	SIX3-AS1
ENSG00000252000	179887984	179888105	2	ACA59
ENSG00000225420	88838238	88875128	2	AC104134.2
ENSG00000238379	129202655	129202772	2	RNA5SP103
ENSG00000238339	179990263	179990364	2	snoU13
ENSG00000212055	216743556	216743642	2	AC122136.1
ENSG00000237477	180138558	180150434	2	AC093911.1
ENSG00000227653	129276362	129276751	2	ISCA1P6
ENSG00000226276	216804031	216806442	2	AC093382.1
ENSG00000232970	217021065	217021534	2	POLHP1
ENSG00000236478	217039619	217040755	2	AC012513.4
ENSG00000260804	217081768	217084915	2	RP11-566E18.3
ENSG00000229740	8279532	8283399	2	U91324.1
ENSG00000228329	69059948	69064324	2	AC097495.3
ENSG00000231092	217124318	217130853	2	AC012513.6
ENSG00000225156	45181803	45195901	2	AC012354.6
ENSG00000237532	129338065	129339150	2	AC012451.1
ENSG00000266649	69330814	69330887	2	MIR3126
ENSG00000233581	217168048	217186460	2	AC069155.1
ENSG00000238277	129821419	129829298	2	AC068483.1
ENSG00000231505	107138359	107154535	2	AC108868.5
ENSG00000207303	217216126	217216227	2	Y_RNA
ENSG00000231435	8683722	8715631	2	AC011747.3
ENSG00000235042	217250011	217277419	2	AC098820.2
ENSG00000251850	69409029	69409135	2	RNA5SP96
ENSG00000231848	45223552	45224012	2	AC012354.8
ENSG00000236008	8699963	8723922	2	AC011747.4
ENSG00000199460	69410009	69410115	2	RNU6-1216P
ENSG00000232001	107159470	107160753	2	AC108868.6
ENSG00000271597	69478950	69479496	2	RP11-85D18.1
ENSG00000232485	217343753	217363484	2	AC098820.3
ENSG00000252250	69561732	69561824	2	Y_RNA
ENSG00000231156	45240353	45240807	2	AC093702.1
ENSG00000188971	69685129	69693664	2	RP11-427H3.3
ENSG00000241520	217347755	217351919	2	AC098820.4
ENSG00000214199	107313787	107315132	2	EEF1A1P12
ENSG00000224391	217455149	217471661	2	AC073321.3
ENSG00000205054	45392009	45550434	2	LINC01121
ENSG00000225794	217469494	217475925	2	AC073321.4
ENSG00000238250	107439379	107441487	2	ST6GAL2-IT1
ENSG00000227294	107450920	107457663	2	AC016994.2
ENSG00000244236	69743883	69744176	2	RN7SL604P
ENSG00000207016	69747175	69747306	2	SNORA36C
ENSG00000229360	107557336	107557938	2	PPP1R2P5
ENSG00000232228	69821873	69822190	2	RP11-77O7.1
ENSG00000229948	69824485	69826083	2	AC092431.2
ENSG00000231083	8741022	8763072	2	AC011747.6
ENSG00000188738	186603355	186698017	2	FSIP2
ENSG00000119041	197627756	197664449	2	GTF3C3
ENSG00000226905	107579649	107580130	2	AC005040.3
ENSG00000229457	107871147	107982329	2	AC006227.1
ENSG00000225642	8743212	8743489	2	SNRPEP5
ENSG00000225588	107978738	108023785	2	AC096669.1
ENSG00000138079	44502599	44548633	2	SLC3A1
ENSG00000235092	8806766	8821993	2	AC011747.7
ENSG00000238708	69894491	69894593	2	snoU13
ENSG00000231024	69927324	69940979	2	AC092431.3
ENSG00000270723	70100697	70100951	2	RP11-401N16.1
ENSG00000237880	108002088	108159105	2	AC096669.2
ENSG00000238465	70139827	70139931	2	snoU13
ENSG00000235444	217475065	217475682	2	PSMB3P2
ENSG00000237964	180264455	180265602	2	AC068042.1
ENSG00000239072	70182777	70182879	2	snoU13
ENSG00000224568	108145943	108172782	2	AC096669.3
ENSG00000236886	217559187	217858802	2	AC007563.5
ENSG00000213126	180678978	180679402	2	AC092642.1
ENSG00000221240	180725563	180725635	2	MIR1258
ENSG00000237930	217650497	217650867	2	AC007563.4
ENSG00000202216	180799128	180799265	2	SNORA43
ENSG00000231054	45395722	45396553	2	AC009236.2
ENSG00000270289	181337864	181338146	2	RP11-512G4.1
ENSG00000225258	181436439	181557181	2	AC009478.1
ENSG00000232991	108370568	108438585	2	GACAT1
ENSG00000264976	181481845	181481933	2	AC009478.2
ENSG00000239396	45796340	45796631	2	RN7SL414P
ENSG00000226564	181737594	181738141	2	FTH1P20
ENSG00000228481	45901840	45902615	2	U51244.2
ENSG00000234028	88927057	88931339	2	AC062029.1
ENSG00000236667	181803557	181804025	2	AC104076.2
ENSG00000233829	46231081	46231448	2	AC017078.1
ENSG00000222832	217658212	217658323	2	RNA5SP120
ENSG00000236153	181844154	181844817	2	AC104076.3
ENSG00000229352	217664331	217670058	2	AC007563.3
ENSG00000232696	46305154	46305967	2	AC017006.2
ENSG00000234588	217670460	217670852	2	FABP5P14
ENSG00000238171	181940778	181970695	2	AC068196.1
ENSG00000231336	46393928	46395117	2	AC017006.3
ENSG00000231597	217719112	217719855	2	AC007557.4
ENSG00000233335	46483999	46484316	2	AC016696.1
ENSG00000234663	181966659	182264286	2	AC104820.2
ENSG00000228100	46619436	46621306	2	AC016912.3
ENSG00000241791	46675365	46675650	2	RN7SL817P
ENSG00000266705	182170320	182170379	2	MIR4437
ENSG00000253515	46726870	46728417	2	RP11-417F21.2
ENSG00000226681	182286881	182290476	2	AC020595.1
ENSG00000230651	108439519	108443347	2	RGPD4-AS1
ENSG00000234595	182547840	182550434	2	AC013733.3
ENSG00000250116	46795395	46807377	2	RP11-417F21.1
ENSG00000225570	182555107	182558142	2	AC013733.4
ENSG00000260977	47004922	47007384	2	RP11-333I13.1
ENSG00000226548	47079159	47080635	2	AC016722.3
ENSG00000228925	47126414	47135817	2	AC016722.4
ENSG00000230006	89065324	89106126	2	ANKRD36BP2
ENSG00000179818	70189395	70315978	2	PCBP1-AS1
ENSG00000272814	47183754	47184027	2	RP11-15I20.1
ENSG00000233845	47262418	47267663	2	AC093732.1
ENSG00000260837	8861264	8862816	2	RP11-434B12.1
ENSG00000225187	47294961	47298343	2	AC073283.7
ENSG00000234690	47419544	47572213	2	AC073283.4
ENSG00000238888	9119024	9119128	2	snoU13
ENSG00000239779	74685456	74688018	2	WBP1
ENSG00000230886	9158422	9159028	2	HMGB1P25
ENSG00000118242	216809213	216898819	2	MREG
ENSG00000221823	68405989	68483369	2	PPP3R1
ENSG00000204460	129999746	130031421	2	AC079586.1
ENSG00000115207	27548716	27579868	2	GTF3C2
ENSG00000226087	47452933	47466364	2	AC106869.2
ENSG00000238546	130184995	130185098	2	snoU13
ENSG00000236824	47558199	47571656	2	BCYRN1
ENSG00000223640	9221524	9221856	2	RPL30P3
ENSG00000198586	171847333	172087824	2	TLK1
ENSG00000233428	130253870	130254361	2	AC019050.1
ENSG00000242136	9243569	9245243	2	RP11-734K21.2
ENSG00000222685	47586644	47586916	2	RN7SKP119
ENSG00000229536	130626766	130635126	2	AC079776.1
ENSG00000207923	47604814	47604909	2	MIR559
ENSG00000236558	47713153	47715691	2	AC138655.6
ENSG00000214100	130680435	130691890	2	AC079776.2
ENSG00000261104	9246722	9249994	2	RP11-734K21.5
ENSG00000189350	29179477	29284239	2	FAM179A
ENSG00000235760	47754676	47762338	2	AC138655.4
ENSG00000237574	130680750	130704276	2	AC079776.3
ENSG00000230979	47917855	47918385	2	AC079250.1
ENSG00000234559	130697421	130697790	2	AC079776.4
ENSG00000224443	47932607	47933118	2	AC006509.4
ENSG00000119865	68511303	68547183	2	CNRIP1
ENSG00000225449	130724165	130738039	2	RAB6C-AS1
ENSG00000224058	47958541	47959174	2	AC006509.7
ENSG00000244310	9255326	9257013	2	RP11-734K21.3
ENSG00000153201	109335937	109402267	2	RANBP2
ENSG00000240980	9283295	9286235	2	RP11-734K21.4
ENSG00000251872	48008518	48008604	2	RNU6-688P
ENSG00000235369	48024965	48025230	2	RPL36AP15
ENSG00000171227	120187477	120196096	2	TMEM37
ENSG00000213772	9411421	9411757	2	RP11-385J23.1
ENSG00000237479	217731055	217732536	2	AC007557.2
ENSG00000239300	9645574	9652541	2	RP11-400L8.2
ENSG00000180178	130748029	130808704	2	FAR2P1
ENSG00000227021	217732735	217733879	2	AC007557.3
ENSG00000236549	48110594	48111048	2	AC079807.3
ENSG00000236295	217735164	217738655	2	AC007563.1
ENSG00000080293	120197419	120282070	2	SCTR
ENSG00000259855	217860629	217861213	2	RP11-574O16.1
ENSG00000251849	218041221	218041305	2	AC010887.1
ENSG00000251982	218116279	218116598	2	RN7SKP43
ENSG00000238462	9672371	9672474	2	snoU13
ENSG00000233143	218147462	218200843	2	AC009492.1
ENSG00000224414	218558618	218561486	2	AC010886.2
ENSG00000271855	9696028	9696904	2	RP11-214N9.1
ENSG00000231035	218625270	218626014	2	RPL7L1P9
ENSG00000207086	9755396	9755502	2	Y_RNA
ENSG00000240687	9778901	9789568	2	RP11-521D12.1
ENSG00000256309	218664514	218665979	2	AC009469.1
ENSG00000233230	48132817	48134949	2	AC079807.2
ENSG00000223923	218843430	218857338	2	AC010136.2
ENSG00000229754	218923878	218930452	2	CXCR2P1
ENSG00000238428	219049702	219049805	2	snoU13
ENSG00000233494	108519453	108519590	2	AC009963.3
ENSG00000223873	182559169	182559627	2	AC013733.5
ENSG00000224159	219065157	219066111	2	HMGB1P9
ENSG00000221023	182603333	182603442	2	RNU6ATAC19P
ENSG00000244260	9814152	9848542	2	RP11-521D12.2
ENSG00000260742	182752578	182756390	2	RP11-366L5.1
ENSG00000226473	48166877	48167357	2	AC079807.1
ENSG00000213958	182825939	182827205	2	KRT18P29
ENSG00000157833	26395960	26412532	2	GAREML
ENSG00000115956	68592305	68624585	2	PLEK
ENSG00000222418	182913549	182913632	2	RNA5SP113
ENSG00000265129	182953156	182953343	2	AC064837.1
ENSG00000242121	183179011	183179269	2	RN7SL267P
ENSG00000232430	183652825	183653162	2	RPL31P15
ENSG00000227270	108520420	108520697	2	AC009963.4
ENSG00000261338	219120042	219122087	2	RP11-378A13.1
ENSG00000212404	183692851	183692948	2	Y_RNA
ENSG00000207178	183738569	183738675	2	RNU6-1122P
ENSG00000230773	48168835	48468122	2	AC079807.4
ENSG00000237745	108531404	108531742	2	AC009963.5
ENSG00000202141	183887587	183887699	2	Y_RNA
ENSG00000200034	9880772	9880912	2	RNU4-73P
ENSG00000221498	183928963	183929074	2	SNORA77
ENSG00000237281	219191612	219222689	2	AC021016.8
ENSG00000240960	9886833	9886998	2	RP11-521D12.4
ENSG00000231203	183935768	183937214	2	KRT8P10
ENSG00000224643	183948133	183973247	2	AC064871.3
ENSG00000238736	219193303	219193403	2	snoU13
ENSG00000235325	108537219	108537704	2	AC009963.6
ENSG00000230580	219218798	219219295	2	AC021016.7
ENSG00000250207	130750175	130750678	2	AC079776.6
ENSG00000115484	62095224	62115939	2	CCT4
ENSG00000217289	130750462	130751613	2	AC018865.5
ENSG00000225062	219231388	219232558	2	AC021016.6
ENSG00000272800	184079047	184080128	2	RP11-438L19.1
ENSG00000213120	184125370	184125774	2	LIN28AP1
ENSG00000177855	184472170	184472847	2	CACYBPP2
ENSG00000231221	108665656	108669211	2	AC023672.2
ENSG00000231147	130763773	130766696	2	ARHGAP42P2
ENSG00000243491	9897625	9910470	2	RP11-521D12.5
ENSG00000273361	219263466	219263942	2	RP11-378A13.2
ENSG00000234172	184769256	184813839	2	AC093639.1
ENSG00000201010	48444714	48445038	2	RN7SKP224
ENSG00000199121	219267369	219267445	2	MIR26B
ENSG00000251889	48567826	48567965	2	RNU4-49P
ENSG00000229890	108715566	108715948	2	AC023672.1
ENSG00000272663	48667182	48667736	2	RP11-191L17.1
