Gene stable ID	Gene start (bp)	Chromosome/scaffold name	Gene end (bp)	Gene name
ENSG00000236485	131983937	2	131994161	LINC01945
ENSG00000287414	132010195	2	132017000	AC093787.2
ENSG00000226886	132037787	2	132037993	AC093787.1
ENSG00000271179	132080290	2	132080755	AC098826.3
ENSG00000225594	132087289	2	132102564	AC098826.1
ENSG00000227745	132132856	2	132139429	AC098826.2
ENSG00000163046	132147591	2	132257969	ANKRD30BL
ENSG00000239108	132152243	2	132152349	RNU6-1132P
ENSG00000202174	132253154	2	132253305	RNA5-8SP5
ENSG00000221288	132256966	2	132257080	MIR663B
ENSG00000233786	132262328	2	132263042	CDC27P1
ENSG00000230803	132285795	2	132294377	AC097532.1
ENSG00000018607	132309309	2	132318736	ZNF806
ENSG00000272769	132345616	2	132347297	AC097532.2
ENSG00000286833	132347473	2	132365130	AC097532.3
ENSG00000230992	132352722	2	132353318	FAM201B
ENSG00000252705	132406752	2	132406858	RNU6-175P
ENSG00000183840	132416805	2	132646582	GPR39
ENSG00000232349	132488554	2	132489088	YBX1P7
ENSG00000200718	132523617	2	132523936	RN7SKP103
ENSG00000150551	132643286	2	132671579	LYPD1
ENSG00000230065	132660526	2	132666990	AC010974.1
ENSG00000176771	132671788	2	133568463	NCKAP5
ENSG00000286068	132685224	2	132816896	AC010974.2
ENSG00000228721	132911096	2	132911261	AC016909.1
ENSG00000233729	132915557	2	132931494	NCKAP5-AS1
ENSG00000279512	133117004	2	133119052	AC011755.1
ENSG00000226953	133264968	2	133285445	NCKAP5-AS2
ENSG00000252688	133333829	2	133333930	RNU6-579P
ENSG00000222068	133391109	2	133391398	RN7SKP154
ENSG00000232474	133431666	2	133433897	NCKAP5-IT1
ENSG00000223430	133554315	2	133558227	AC011243.1
ENSG00000200708	133596091	2	133596399	RN7SKP93
ENSG00000286697	134028608	2	134032597	AC092623.1
ENSG00000152127	134119983	2	134454621	MGAT5
ENSG00000263813	134127125	2	134127192	MIR3679
ENSG00000222921	134231195	2	134231312	RNA5SP104
ENSG00000234060	134319654	2	134320078	EDDM3CP
ENSG00000152128	134455759	2	134719000	TMEM163
ENSG00000287463	134718188	2	134725474	AC110620.2
ENSG00000224043	134735464	2	134918710	CCNT2-AS1
ENSG00000234682	134797169	2	134797879	VDAC2P4
ENSG00000228098	134816362	2	134816589	AC110620.1
ENSG00000153086	134838616	2	134902034	ACMSD
ENSG00000263783	134857820	2	134857873	MIR5590
ENSG00000082258	134918235	2	134959342	CCNT2
ENSG00000176601	134964485	2	135047468	MAP3K19
ENSG00000115839	135052292	2	135176394	RAB3GAP1
ENSG00000208308	135136628	2	135136755	SNORA40B
ENSG00000121988	135136916	2	135531218	ZRANB3
ENSG00000235651	135510546	2	135511943	G3BP1P1
ENSG00000048991	135531455	2	135725270	R3HDM1
ENSG00000201308	135656477	2	135656579	RNU6-512P
ENSG00000207654	135665397	2	135665478	MIR128-1
ENSG00000144224	135741734	2	135785056	UBXN4
ENSG00000115850	135787850	2	135837184	LCT
ENSG00000200664	135810169	2	135810279	AC011893.1
ENSG00000226806	135820191	2	135823087	LCT-AS1
ENSG00000076003	135839626	2	135876443	MCM6
ENSG00000214070	135897955	2	135898978	MANEALP1
ENSG00000115866	135905881	2	135986100	DARS1
ENSG00000231890	135985176	2	136022593	DARS-AS1
ENSG00000237262	136077892	2	136078513	AC068492.1
ENSG00000121966	136114349	2	136118149	CXCR4
ENSG00000227347	136199114	2	136200503	HNRNPKP2
ENSG00000279024	136230753	2	136233245	AC112255.1
ENSG00000230037	136329441	2	136329913	UBBP1
ENSG00000251976	136390332	2	136390669	RN7SKP141
ENSG00000229568	136544712	2	136545542	SMC4P1
ENSG00000144229	136765545	2	137677718	THSD7B
ENSG00000212425	137512098	2	137512210	RNA5SP105
ENSG00000222394	137715332	2	137715440	AC016679.1
ENSG00000150540	137964020	2	138016364	HNMT
ENSG00000224231	138101878	2	138107178	LINC01832
ENSG00000233045	138278574	2	138279210	RPL15P5
ENSG00000234645	138288029	2	138288793	YWHAEP5
ENSG00000237939	138307319	2	138307970	IDI1P1
ENSG00000232915	138412066	2	138413318	RNF14P1
ENSG00000228043	138418284	2	138501698	AC114763.1
ENSG00000230569	138470656	2	138473932	AC114763.2
ENSG00000144228	138501770	2	138573547	SPOPL
ENSG00000241772	138569090	2	138574458	AC092620.1
ENSG00000260059	138599663	2	138602426	AC092620.2
ENSG00000237772	138601599	2	138617469	LINC02631
ENSG00000144227	138669157	2	138780390	NXPH2
ENSG00000222826	138863597	2	138863895	RN7SKP286
ENSG00000229104	138897151	2	138898098	YY1P2
ENSG00000232992	138901433	2	138902747	AHCYP4
ENSG00000287147	138917204	2	138975006	AC023468.1
ENSG00000286778	139323921	2	139364583	AC013265.1
ENSG00000226939	139366165	2	139379147	AC062021.1
ENSG00000229131	139469775	2	139477747	AC016710.2
ENSG00000206901	139511424	2	139511555	AC016710.1
ENSG00000235232	139668547	2	139669305	MRPS18BP2
ENSG00000228374	139732708	2	139733282	RPL9P13
ENSG00000223554	139824896	2	139825877	AC078851.1
ENSG00000240977	139982684	2	139982986	RN7SL283P
ENSG00000224028	140103583	2	140131780	LINC01853
ENSG00000227149	140216997	2	140217239	MTCO1P44
ENSG00000231567	140217651	2	140220368	MTND2P19
ENSG00000223921	140220584	2	140221485	MTND1P27
ENSG00000168702	140231423	2	142131016	LRP1B
ENSG00000277306	140234737	2	140234923	AC092156.1
ENSG00000283506	140586626	2	140586685	MIR7157
ENSG00000236440	140683360	2	140683888	COPRSP1
ENSG00000238065	140898423	2	140899106	LRRC57P1
ENSG00000201892	140992543	2	140992659	AC073319.1
ENSG00000252015	141167257	2	141167357	RNU6-904P
ENSG00000233329	141208082	2	141208376	RPS16P3
ENSG00000244125	142131178	2	142137830	AC078882.1
ENSG00000228134	142543418	2	142543975	UBE2V1P14
ENSG00000229781	142854095	2	142855998	RRN3P4
ENSG00000115919	142877657	2	143055833	KYNU
ENSG00000270390	142947300	2	142948086	SFXN4P1
ENSG00000075884	143091362	2	143768352	ARHGAP15
ENSG00000224288	143093056	2	143094164	MTCYBP11
ENSG00000226839	143094233	2	143094715	MTND6P11
ENSG00000224852	143094789	2	143096555	MTND5P24
ENSG00000232772	143096839	2	143098007	MTND4P22
ENSG00000236300	143098123	2	143098417	MTND4LP12
ENSG00000227557	143098484	2	143098829	MTND3P9
ENSG00000225476	143098898	2	143099933	MTCO3P5
ENSG00000284167	143099936	2	143100612	MTATP6P5
ENSG00000231766	143100930	2	143101355	MTCO2P5
ENSG00000257284	143162078	2	143172172	AC013437.1
ENSG00000228655	143295421	2	143598002	AC079793.1
ENSG00000283994	143601517	2	143608759	AC092652.2
ENSG00000231758	143629133	2	143656179	ARHGAP15-AS1
ENSG00000257277	143674315	2	143741294	AC092652.1
ENSG00000257226	143765940	2	143776119	AC079584.2
ENSG00000236356	143799467	2	143819599	AC079584.1
ENSG00000200287	143897263	2	143897361	AC016910.1
ENSG00000232377	143937073	2	143964156	AC016910.2
ENSG00000121964	143938068	2	144332568	GTDC1
ENSG00000169554	144364364	2	144521057	ZEB2
ENSG00000283118	144444848	2	144450450	AC009951.5
ENSG00000279166	144494265	2	144496878	AC009951.4
ENSG00000238057	144517978	2	144521477	ZEB2-AS1
ENSG00000275372	144518447	2	144518574	AC009951.2
ENSG00000273537	144520456	2	144520555	AC009951.1
ENSG00000277444	144521039	2	144521116	AC009951.3
ENSG00000287115	144523552	2	144524651	AC009951.6
ENSG00000232606	144523912	2	144579434	LINC01412
ENSG00000226674	144666312	2	145262988	TEX41
ENSG00000234940	144688413	2	144690185	AC023128.1
ENSG00000276706	144705217	2	144705419	AC023128.2
ENSG00000235352	144754776	2	144755998	SGCEP1
ENSG00000268580	144877734	2	144882033	LINC01966
ENSG00000235435	145294277	2	145331847	AC096666.1
ENSG00000214064	145337230	2	145338057	RPL6P5
ENSG00000225107	145569294	2	145588024	AC092484.1
ENSG00000286225	145572662	2	145765726	AC079163.2
ENSG00000226218	145600907	2	145603423	AC079163.1
ENSG00000234119	145826285	2	145827830	METAP2P1
ENSG00000233842	145872209	2	145931146	AC079248.1
ENSG00000279876	145874520	2	145874845	AC079248.2
ENSG00000251905	146145156	2	146145217	RNU7-2P
ENSG00000230559	146194296	2	146194821	RPL17P12
ENSG00000227134	146477427	2	146478113	OTX2P2
ENSG00000198526	146587506	2	146589310	PABPC1P2
ENSG00000271583	146833501	2	146834038	AC103881.1
ENSG00000231040	146837727	2	146878220	LINC01911
ENSG00000227902	146879909	2	146898218	AC062032.1
ENSG00000287847	147150707	2	147152047	AC018678.1
ENSG00000207225	147408342	2	147408448	RNU6-692P
ENSG00000207161	147472133	2	147472243	AC013406.1
ENSG00000202074	147495438	2	147495540	RNU6-715P
ENSG00000253083	147713455	2	147713554	RNA5SP106
ENSG00000229143	147810346	2	147810777	AC009480.2
ENSG00000121989	147844517	2	147930826	ACVR2A
ENSG00000212389	147877422	2	147877528	RNU6-1275P
ENSG00000223911	147899401	2	147902956	AC009480.1
ENSG00000115947	147930396	2	148021604	ORC4
ENSG00000204406	148021011	2	148516971	MBD5
ENSG00000281469	148044380	2	148044894	AC019226.1
ENSG00000281772	148062154	2	148062577	AC019226.2
ENSG00000212181	148260574	2	148260708	AC019070.1
ENSG00000224007	148295656	2	148296679	USP12P2
ENSG00000232238	148595158	2	148595328	RPS29P8
ENSG00000135999	148644440	2	148787569	EPC2
ENSG00000222126	148825691	2	148825835	RNU2-9P
ENSG00000223962	148863564	2	148863804	UBBP3
ENSG00000231079	148866470	2	148888823	KIF5C-AS1
ENSG00000228848	148870024	2	148870381	RPS20P13
ENSG00000226340	148872253	2	148872797	USP8P2
ENSG00000168280	148875227	2	149026759	KIF5C
ENSG00000286167	148909406	2	148927254	AC105402.1
ENSG00000150556	149038107	2	149215262	LYPD6B
ENSG00000228236	149068596	2	149068910	TXNP5
ENSG00000286335	149170561	2	149184570	AC009230.1
ENSG00000224337	149320593	2	149321436	FAM8A3P
ENSG00000187123	149329985	2	149474138	LYPD6
ENSG00000223604	149439897	2	149440427	RPL17P13
ENSG00000168288	149569637	2	149587778	MMADHC
ENSG00000231969	149587196	2	150047447	MMADHC-DT
ENSG00000207270	149610668	2	149610774	RNU6-601P
ENSG00000162947	149745648	2	149859191	LINC01931
ENSG00000286081	150150633	2	150166266	AC016682.1
ENSG00000230645	150169474	2	150356460	LINC01818
ENSG00000231420	150234892	2	150257007	LINC01817
ENSG00000115963	150468195	2	150539011	RND3
ENSG00000236049	150552532	2	150572221	LINC01920
ENSG00000237220	150566134	2	150568080	AC104777.2
ENSG00000232359	150595102	2	150620067	AC104777.1
ENSG00000224048	150612381	2	150635818	LINC02612
ENSG00000228064	150982506	2	151003474	AC023469.2
ENSG00000222031	151001220	2	151048774	AC023469.1
ENSG00000236885	151114811	2	151186209	AC018731.1
ENSG00000213201	151186188	2	151186595	FABP5P10
ENSG00000184898	151247940	2	151261863	RBM43
ENSG00000123609	151270470	2	151289894	NMI
ENSG00000123610	151357592	2	151380046	TNFAIP6
ENSG00000283569	151368334	2	151368411	MIR4773-2
ENSG00000264684	151368334	2	151368411	MIR4773-1
ENSG00000242113	151372003	2	151372287	RN7SL124P
ENSG00000080345	151409883	2	151508013	RIF1
ENSG00000183091	151485336	2	151734487	NEB
ENSG00000162980	151788984	2	151828492	ARL5A
ENSG00000288066	151796688	2	151798688	AC097448.1
ENSG00000283228	151802651	2	151973949	AC068547.1
ENSG00000182389	151832768	2	152099475	CACNB4
ENSG00000225214	152098328	2	152109202	AC079790.1
ENSG00000115145	152116801	2	152175763	STAM2
ENSG00000234272	152131555	2	152131845	RPL30P2
ENSG00000286234	152176020	2	152225211	AC079790.2
ENSG00000199884	152284350	2	152284460	AC079347.1
ENSG00000157827	152335174	2	152649826	FMNL2
ENSG00000213197	152389937	2	152390630	AC012066.1
ENSG00000287085	152450162	2	152452891	AC012066.2
ENSG00000270776	152539197	2	152539427	AC012443.1
ENSG00000286207	152635268	2	152641275	AC012443.2
ENSG00000196504	152651593	2	152717997	PRPF40A
ENSG00000177917	152717893	2	152762396	ARL6IP6
ENSG00000234932	152850653	2	152850824	AC009969.1
ENSG00000226213	152876820	2	152877767	UBQLN4P2
ENSG00000214025	153158938	2	153159683	ATP5PBP4
ENSG00000224612	153168399	2	153201762	AC011901.1
ENSG00000226338	153208086	2	153208163	AC079150.1
ENSG00000227708	153337705	2	153357422	LINC01850
ENSG00000214024	153370612	2	153371064	RPL23AP29
ENSG00000242575	153420677	2	153421957	AC012501.3
ENSG00000227400	153421616	2	153593288	AC012501.2
ENSG00000200377	153446813	2	153446883	AC012501.1
ENSG00000177519	153477338	2	153478762	RPRM
ENSG00000236917	153761450	2	153762646	DNAJA1P2
ENSG00000144278	153871922	2	154453979	GALNT13
ENSG00000230251	154286589	2	154287425	PHBP4
ENSG00000224675	154435853	2	154457438	AC009227.1
ENSG00000238004	154459857	2	154460820	AC009227.2
ENSG00000223290	154590407	2	154590528	RNA5SP107
ENSG00000287900	154688296	2	154697817	AC061961.1
ENSG00000162989	154697855	2	154858354	KCNJ3
ENSG00000228837	154940541	2	154941067	CBX3P6
ENSG00000230991	154964308	2	154969101	AC092625.1
ENSG00000223197	155089439	2	155089538	RNU6-1001P
ENSG00000232982	155263458	2	155263724	MTCO1P45
ENSG00000229701	155264163	2	155264823	MTND2P20
ENSG00000227682	155269633	2	155270134	ATP5F1AP2
ENSG00000233709	155311023	2	155311409	MTND4P28
ENSG00000233039	155311697	2	155313427	MTND5P30
ENSG00000233248	155313440	2	155313958	MTND6P9
ENSG00000229935	155314066	2	155314368	MTCYBP9
ENSG00000206718	155330421	2	155330527	RNU6-546P
ENSG00000286679	155525424	2	155664668	AC073225.1
ENSG00000226383	156011530	2	156254950	LINC01876
ENSG00000235548	156033247	2	156034080	AC073551.1
ENSG00000282440	156305108	2	156320255	AC074099.1
ENSG00000153234	156324437	2	156342348	NR4A2
ENSG00000115159	156435290	2	156613735	GPD2
ENSG00000283436	156655224	2	156695659	LINC01958
ENSG00000238069	156777706	2	156778372	RPLP0P7
ENSG00000287048	156788731	2	156865701	AC096589.2
ENSG00000286889	156803339	2	156891160	AC096589.1
ENSG00000286530	157033837	2	157049716	AC108057.1
ENSG00000213194	157210847	2	157211539	CDK7P1
ENSG00000136542	157257705	2	157318491	GALNT5
ENSG00000222404	157298807	2	157299158	RN7SKP281
ENSG00000136541	157318625	2	157327713	ERMN
ENSG00000230562	157379724	2	157380414	FAM133DP
ENSG00000115165	157414619	2	157488961	CYTIP
ENSG00000123612	157526767	2	157628864	ACVR1C
ENSG00000234584	157725708	2	157736005	AC019186.1
ENSG00000115170	157736444	2	157876330	ACVR1
ENSG00000007001	157876702	2	158136154	UPP2
ENSG00000270557	157877683	2	157878565	AC013731.1
ENSG00000251980	157912772	2	157912885	RNU6-436P
ENSG00000271320	157917712	2	157918371	AC091488.1
ENSG00000228937	157961410	2	157962888	MTA3P1
ENSG00000212410	157985789	2	157985894	RNU6-932P
ENSG00000231158	158065545	2	158066059	PTP4A1P1
ENSG00000237327	158127957	2	158133988	UPP2-IT1
ENSG00000227480	158166650	2	158236169	CCDC148-AS1
ENSG00000153237	158171073	2	158456753	CCDC148
ENSG00000234890	158419955	2	158425303	HNRNPDLP2
ENSG00000243723	158447166	2	158447461	RN7SL393P
ENSG00000144283	158456964	2	158682879	PKP4
ENSG00000227331	158548425	2	158549224	RPL7AP22
ENSG00000204380	158658337	2	158735002	PKP4-AS1
ENSG00000228586	158685903	2	158753775	AC005042.1
ENSG00000231675	158703287	2	158703460	AC005042.2
ENSG00000163331	158795317	2	158862781	DAPL1
ENSG00000286621	158847619	2	158870393	AC064843.1
ENSG00000243792	158853755	2	158854576	OR7E89P
ENSG00000251491	158862311	2	158863285	OR7E28P
ENSG00000188668	158874642	2	158875670	OR7E90P
ENSG00000222300	158935798	2	158935985	RNU2-21P
ENSG00000115183	158968640	2	159232659	TANC1
ENSG00000213189	159003975	2	159004320	BTF3L4P2
ENSG00000202029	159027036	2	159027142	RNU6-580P
ENSG00000226878	159056005	2	159056859	GSTM3P2
ENSG00000275141	159186835	2	159186901	MIR6888
ENSG00000196151	159235793	2	159286799	WDSUB1
ENSG00000123636	159318979	2	159616569	BAZ2B
ENSG00000223642	159386367	2	159404636	AC008277.1
ENSG00000270893	159444117	2	159444913	AC008277.2
ENSG00000225369	159462417	2	159463256	CAPZA1P2
ENSG00000207117	159536244	2	159536346	AC009506.1
ENSG00000224152	159615296	2	159617082	AC009506.2
ENSG00000226266	159670708	2	159712435	AC009961.1
ENSG00000230783	159689217	2	159690291	RPS3AP13
ENSG00000136536	159712457	2	159771027	MARCHF7
ENSG00000241399	159768628	2	159798255	CD302
ENSG00000248672	159771851	2	159904710	LY75-CD302
ENSG00000287091	159797288	2	159798043	AC009961.3
ENSG00000054219	159803355	2	159904756	LY75
ENSG00000227055	159812234	2	159814009	AC009961.2
ENSG00000153246	159932006	2	160062615	PLA2R1
ENSG00000115221	160099667	2	160200313	ITGB6
ENSG00000285155	160141981	2	160271888	AC092153.1
ENSG00000285373	160257718	2	160271880	LINC02478
ENSG00000153250	160272151	2	160493807	RBMS1
ENSG00000283734	160407810	2	160407882	MIR4785
ENSG00000279844	160849313	2	160850676	AC096656.1
ENSG00000244372	160877547	2	160877850	RN7SL423P
ENSG00000232337	161048606	2	161050546	AC009313.2
ENSG00000224467	161096231	2	161160224	AC009313.1
ENSG00000136560	161136908	2	161236230	TANK
ENSG00000235724	161222785	2	161308389	AC009299.2
ENSG00000227403	161244730	2	161249050	LINC01806
ENSG00000225813	161281902	2	161282618	AC009299.1
ENSG00000115233	161308425	2	161411717	PSMD14
ENSG00000232320	161340816	2	161341326	MXRA7P1
ENSG00000271924	161409554	2	161409670	RNA5SP108
ENSG00000136535	161416297	2	161425870	TBR1
ENSG00000224076	161422659	2	161423577	AC009487.1
ENSG00000251621	161424015	2	161428774	AC009487.2
ENSG00000144290	161424332	2	161985282	SLC4A10
ENSG00000280105	161433874	2	161437458	AC009487.3
ENSG00000226121	161500885	2	161507705	AHCTF1P1
ENSG00000238570	161558544	2	161558646	AC092654.1
ENSG00000226946	161568502	2	161570185	AC062022.1
ENSG00000288091	161577192	2	161625752	AC062022.2
ENSG00000235716	161580072	2	161581350	KRT18P46
ENSG00000234732	161931199	2	161931466	RPEP5
ENSG00000197635	161992245	2	162074215	DPP4
ENSG00000230918	162073256	2	162077911	DPP4-DT
ENSG00000231445	162077357	2	162077651	TIMM8AP1
ENSG00000224674	162088259	2	162090072	EIF3EP2
ENSG00000233397	162092232	2	162095032	AC008063.1
ENSG00000115263	162142882	2	162152404	GCG
ENSG00000236841	162159762	2	162173223	AC007750.1
ENSG00000078098	162170684	2	162245151	FAP
ENSG00000115267	162267074	2	162318684	IFIH1
ENSG00000115271	162318840	2	162371595	GCA
ENSG00000184611	162371407	2	162838767	KCNH7
ENSG00000212312	162496936	2	162497051	RNA5SP109
ENSG00000237750	162768936	2	162797972	KCNH7-AS1
ENSG00000230282	163152251	2	163153307	RPL7P61
ENSG00000200902	163288995	2	163289096	RNU6-627P
ENSG00000182263	163593396	2	163736012	FIGN
ENSG00000237844	163743913	2	164352223	AC016766.1
ENSG00000226847	164213539	2	164214414	PRPS1P1
ENSG00000229641	164321933	2	164322223	CYP2C56P
ENSG00000115290	164492417	2	164621482	GRB14
ENSG00000277998	164573741	2	164574054	AC107075.1
ENSG00000082438	164653624	2	164843679	COBLL1
ENSG00000224331	164687287	2	164687596	AC019181.1
ENSG00000206869	164687643	2	164687777	SNORA70F
ENSG00000236283	164840661	2	165208261	AC019197.1
ENSG00000199508	164858432	2	164858546	RNA5SP110
ENSG00000223318	164895677	2	164895777	RNA5SP111
ENSG00000169507	164896186	2	164955525	SLC38A11
ENSG00000153253	165087522	2	165204067	SCN3A
ENSG00000136531	165194993	2	165392310	SCN2A
ENSG00000233204	165285253	2	165286048	MAPRE1P3
ENSG00000288089	165433438	2	165436614	AC011303.1
ENSG00000178662	165469647	2	165689407	CSRNP3
ENSG00000115339	165747588	2	165794659	GALNT3
ENSG00000235192	165794851	2	165810010	AC009495.3
ENSG00000229195	165794857	2	165846091	AC009495.1
ENSG00000232411	165833048	2	165839098	AC009495.2
ENSG00000123607	165857475	2	165953816	TTC21B
ENSG00000224490	165933857	2	165949891	TTC21B-AS1
ENSG00000236107	165957188	2	166390771	SCN1A-AS1
ENSG00000144285	165984641	2	166149214	SCN1A
ENSG00000238813	166123494	2	166123597	AC010127.1
ENSG00000222376	166180652	2	166180966	RN7SKP152
ENSG00000169432	166195185	2	166376001	SCN9A
ENSG00000136546	166403573	2	166611482	SCN7A
ENSG00000283657	166414489	2	166414729	AC074101.1
ENSG00000163092	166888480	2	167259753	XIRP2
ENSG00000225182	166889502	2	166889884	AC092601.1
ENSG00000254552	167123904	2	167140955	XIRP2-AS1
ENSG00000228222	167293171	2	167558333	AC073050.1
ENSG00000238357	167631480	2	167631541	RNU7-148P
ENSG00000214211	167713663	2	167716065	CTAGE14P
ENSG00000235335	167814757	2	167941180	B3GALT1-AS1
ENSG00000172318	167868948	2	167874041	B3GALT1
ENSG00000198648	167954020	2	168247595	STK39
ENSG00000238259	168231921	2	168232220	PHF5GP
ENSG00000241074	168451324	2	168451606	RN7SL813P
ENSG00000172292	168455862	2	168775137	CERS6
ENSG00000265694	168582943	2	168583018	MIR4774
ENSG00000199348	168606390	2	168606496	RNU6-766P
ENSG00000227617	168771951	2	168786961	CERS6-AS1
ENSG00000163072	168786539	2	168865514	NOSTRIN
ENSG00000152253	168834132	2	168913371	SPC25
ENSG00000152254	168901291	2	168910000	G6PC2
ENSG00000073734	168915498	2	169031324	ABCB11
ENSG00000073737	169064789	2	169096167	DHRS9
