gene	mandelker	cosmic	high_priority	bp_HG002_v4.2.1	fraction_HG002_v4.2.1	bp_dip.bed	fraction_dip.bed	chrom	start	end	start_coordinates_plus_segdups_plus_flanking	end_coordinates_plus_segdups_plus_flanking	bp_exon_covered_v4.2.1	fraction_exon_covered_v4.2.1	bp_MRG_benchmark_bed	fraction_MRG_benchmark_bed	bp_exon_covered_MRG_benchmark	fraction_exon_covered_MRG_benchmark	bp_overlap_w_AllRepeats_gt_10kb	fraction_gene_overlap_w_AllRepeats_gt_10kb	bp_overlap_w_refn	fraction_gene_overlap_w_refn	bp_overlap_w_GIAB_expanded_by_150_Tier1andTier2_SV_0.6	fraction_overlap_w_GIAB_expanded_by_150_Tier1andTier2_SV_0.6	bp_overlap_w_intersect_Illumina_CCS_ONT_CNV_v4.2.1	fraction_overlap_w_intersect_Illumina_CCS_ONT_CNV_v4.2.1	bp_overlap_w_union_CCS_and_ONT_outlier_CNV_v4.2.1	fraction_overlap_w_union_CCS_and_ONT_outlier_CNV_v4.2.1	bp_overlap_w_Assembly_CNV	fraction_overlap_w_Assembly_CNV	bp_overlap_w_vdj	fraction_overlap_w_vdj	bp_overlap_inversions	fraction_overlap_inversions	bp_overlap_w_segdups_w_count_gt_5_and_percent_identity_gte_990	fraction_overlap_w_segdups_w_count_gt_5_and_percent_identity_gte_990	bp_segdups	fraction_segdups	bp_lowmapandsegdups	fraction_lowmapandsegdups	num_MRG_SVs_gt_49bp_in_SV_benchmark_bed_in_gene	num_MRG_SVs_gt_49bp_in_SV_benchmark_bed_in_gene_in_exons	num_MRG_variants_in_benchmark_in_gene	num_MRG_variants_in_benchmark_in_gene_in_exons	num_v4.2.1_variants_in_benchmark_in_gene	num_v4.2.1_variants_in_benchmark_in_gene_in_exons
GLB1	yes	no	yes	32964	0.976450724	73759	1	chr3	32996609	33097202	32976609	33117202	2631	1	0	0	0	0	0	0	0	0	1356	0.013480063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	836	0.008310717	0	0	0	0	215	5
CRTAP	yes	no	no	55065	0.957718798	97496	1	chr3	33114014	33147773	33094014	33167773	6588	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0.001066382	0	0	0	0	57	7
MLH1	yes	yes	yes	127835	0.975370623	171063	1	chr3	36993350	37050846	36973350	37070846	3012	0.992094862	0	0	0	0	0	0	0	0	1441	0.025062613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1511	0.026280089	0	0	0	0	60	2
LRRFIP2	yes	no	no	366186	0.985982466	411392	1	chr3	37052626	37183689	37032626	37203689	4053	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	580	0.004425353	0	0	0	0	174	3
ITGA9	yes	no	no	22062	0.990838049	62266	1	chr3	37452115	37823507	37432115	37843507	7832	1	0	0	0	0	0	0	0	0	1447	0.003896153	0	0	0	0	0	0	0	0	0	0	0	0	2485	0.006691043	11772	0.031696967	0	0	0	0	493	4
PLCD1	yes	no	no	80044	0.943692525	124820	1	chr3	38007496	38029762	37987496	38049762	3204	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	0.008084074	0	0	0	0	34	3
DLEC1	yes	no	no	4544	1	44544	1	chr3	38039205	38124025	38019205	38144025	6775	0.987321481	0	0	0	0	0	0	0	0	2517	0.029674605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10697	0.126114124	0	0	0	0	115	5
MYD88	yes	yes	no	38736	0.986854173	79252	1	chr3	38138478	38143022	38118478	38163022	2866	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
ACVR2B	yes	no	no	99241	0.976493161	141630	1	chr3	38453890	38493142	38433890	38513142	11346	0.963894317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0.001070009	0	0	0	0	3	2
SCN5A	yes	no	yes	116721	0.976875565	159484	1	chr3	38548057	38649687	38528057	38669687	8565	0.997437988	0	0	0	0	0	0	0	0	332	0.003266752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	353	0.003473384	0	0	0	0	179	9
SCN10A	yes	no	no	202579	0.982563272	246174	1	chr3	38696802	38816286	38676802	38836286	6339	0.960745681	0	0	0	0	0	0	0	0	368	0.00307991	0	0	1000	0.008369321	0	0	0	0	0	0	0	0	0	0	2364	0.019785076	0	0	0	0	175	11
SCN11A	yes	no	no	17861	0.979221491	58240	1	chr3	38845767	39051941	38825767	39071941	7217	0.994899366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8978	0.043545743	0	0	0	0	249	5
CX3CR1	yes	no	no	13753	0.983692154	53981	1	chr3	39263495	39281735	39243495	39301735	3651	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	9.32E-04	0	0	0	0	34	4
SLC25A38	yes	no	no	5620	0.964641263	45826	1	chr3	39383370	39397351	39363370	39417351	2094	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	0.012874616	0	0	0	0	35	3
RPSA	yes	no	no	64489	0.986749292	105355	1	chr3	39406716	39412542	39386716	39432542	1148	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	428	0.073463783	0	0	0	0	26	2
CTNNB1	yes	yes	no	695262	0.971672786	755531	1	chr3	41194741	41260096	41174741	41280096	6964	0.970592334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0.002448168	0	0	0	0	67	5
ULK4	yes	no	no	206819	0.975156539	252088	1	chr3	41246599	41962130	41226599	41982130	4257	1	0	0	0	0	0	0	0	0	5004	0.006993408	0	0	0	0	0	0	0	0	0	0	0	0	63136	0.088236568	106988	0.149522522	0	0	0	0	1096	7
TRAK1	yes	no	no	7007	1	47007	1	chr3	42013802	42225890	41993802	42245890	9621	0.976255708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1902	0.008967976	0	0	0	0	297	23
KLHL40	no	no	yes	26847	1	66847	1	chr3	42685537	42692544	42665537	42712544	2493	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	3
POMGNT2	yes	no	no	136617	0.98817377	178252	1	chr3	43079232	43106079	43059232	43126079	2668	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0.003017097	0	0	0	0	37	4
SNRK	yes	no	no	330778	0.982309531	376735	1	chr3	43286512	43424764	43266512	43444764	5258	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1014	0.007334433	0	0	0	0	147	6
ANO10	yes	no	no	43865	0.991008291	84263	1	chr3	43354859	43691594	43334859	43711594	3261	1	0	0	0	0	0	0	0	0	300	8.91E-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21432	0.063646488	0	0	0	0	314	3
ABHD5	yes	no	no	33376	0.966775773	74523	1	chr3	43690108	43734371	43670108	43754371	5733	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	326	0.007365068	0	0	0	0	4	2
CLEC3B	yes	no	no	161674	0.972972648	206165	1	chr3	45001548	45036071	44981548	45056071	920	1	0	0	0	0	0	0	0	0	513	0.014859659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	280	0.008110535	0	0	0	0	66	2
LARS2	no	no	yes	40781	0.992552389	81087	1	chr3	45388561	45554726	45368561	45574726	10091	0.973752774	0	0	0	0	0	0	0	0	313	0.00188367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1241	0.00746848	0	0	0	0	286	20
SLC6A20	yes	no	no	77137	0.831881026	132726	1	chr3	45755449	45796536	45735449	45816536	5414	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	279	0.006790469	0	0	0	0	52	8
LZTFL1	yes	no	no	74467	0.955623997	117925	1	chr3	45823316	45916042	45803316	45936042	4464	1	92426	0.996764661	4464	1	0	0	0	0	15030	0.16209046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0.001757867	2	0	53	1	48	1
FYCO1	yes	no	no	101770	0.987080755	143102	1	chr3	45917899	45995824	45897899	46015824	8237	0.969515066	0	0	0	0	0	0	0	0	0	0	0	0	3000	0.038498556	0	0	0	0	0	0	0	0	0	0	237	0.003041386	0	0	0	0	108	14
CCR3	yes	no	no	7194	1	47194	1	chr3	46163604	46266706	46143604	46286706	2277	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8267	0.080182732	0	0	0	0	63	0
CCR2	yes	no	no	5352	1	45352	1	chr3	46353734	46360928	46333734	46380928	3635	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	4
CCR5	yes	no	no	7712	0.973368673	47923	1	chr3	46370854	46376206	46350854	46396206	3670	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	2
TDGF1	yes	no	no	24697	0.999514347	64709	1	chr3	46574534	46582457	46554534	46602457	1897	0.948974487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1327	0.167487063	1891	0.23867222	0	0	0	0	11	2
ALS2CL	yes	no	no	16256	0.993764519	56358	1	chr3	46668995	46693704	46648995	46713704	5041	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	10
TMIE	yes	no	yes	46452	0.987059349	87061	1	chr3	46694528	46710886	46674528	46730886	1761	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0.002506419	0	0	0	0	25	3
MYL3	yes	no	yes	25695	0.985313291	66078	1	chr3	46835111	46882172	46815111	46902172	2290	1	0	0	0	0	0	0	0	0	398	0.008457109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	3.82E-04	0	0	0	0	53	0
PTH1R	yes	no	no	29732	0.989812904	70038	1	chr3	46877721	46903799	46857721	46923799	2352	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	219	0.008397883	0	0	0	0	26	1
NBEAL2	yes	no	yes	141982	0.962341905	187538	1	chr3	46979666	47009704	46959666	47029704	8756	0.996358671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0.002197217	0	0	0	0	45	7
SETD2	yes	yes	no	1834	1	41834	1	chr3	47016429	47163967	46996429	47183967	8121	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1737	0.011773238	0	0	0	0	131	2
TREX1	yes	no	no	31004	0.993909085	71194	1	chr3	48465811	48467645	48445811	48487645	1317	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
COL7A1	yes	no	no	9770	1	49770	1	chr3	48564073	48595267	48544073	48615267	9158	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	2
SLC26A6	yes	no	no	12520	1	52520	1	chr3	48625723	48635493	48605723	48655493	2917	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCKIPSD	no	yes	no	39722	0.946257563	81978	1	chr3	48673844	48686364	48653844	48706364	2964	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1
SLC25A20	yes	no	yes	86	1	40086	1	chr3	48856926	48898904	48836926	48918904	1769	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	727	0.017318595	0	0	0	0	24	0
MIR425	yes	no	no	3036	1	43036	1	chr3	49020148	49020234	49000148	49040234	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	NA
NDUFAF3	yes	no	no	5083	1	45083	1	chr3	49020459	49023495	49000459	49043495	1401	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IMPDH2	yes	no	no	11892	0.990669777	52004	1	chr3	49024325	49029408	49004325	49049408	1637	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LAMB2	yes	no	no	1182	1	41182	1	chr3	49121114	49133118	49101114	49153118	5728	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0.010829723	0	0	0	0	5	3
GPX1	yes	no	no	46911	0.871093532	93853	1	chr3	49357176	49358358	49337176	49378358	1177	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	341	0.288494078	0	0	0	0	3	3
RHOA	no	yes	no	5777	0.977992213	45907	1	chr3	49359145	49412998	49339145	49432998	1902	0.981424149	50709	0.941618851	1938	1	0	0	0	0	300	0.00557072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	505	0.009377379	1	0	96	1	74	1
AMT	yes	no	yes	6780	0.96954097	46993	1	chr3	49416778	49422685	49396778	49442685	2069	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0.006940918	0	0	0	0	4	2
NICN1	yes	no	no	60402	0.902667563	106915	1	chr3	49422333	49429326	49402333	49449326	3221	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	249	0.035607036	0	0	0	0	6	3
DAG1	yes	no	no	5317	0.957328052	45554	1	chr3	49468703	49535618	49448703	49555618	6452	0.979951397	0	0	0	0	0	0	0	0	2852	0.042621236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1091	0.016304267	0	0	0	0	79	6
MST1	yes	no	no	14356	0.850927627	56871	1	chr3	49683947	49689501	49663947	49709501	2572	0.988090665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5515	0.992978034	5515	0.992978034	0	0	0	0	5	3
MST1R	yes	no	no	5984	0.983240223	46086	1	chr3	49887002	49903873	49867002	49923873	4752	1	15212	0.90166558	4752	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	610	0.036156719	0	0	12	2	9	2
GNAT1	yes	no	no	32318	0.977260357	73070	1	chr3	50191610	50197696	50171610	50217696	3590	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3
GNAI2	yes	no	no	9550	0.764550476	52491	1	chr3	50226292	50259362	50206292	50279362	3670	0.961236249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	547	0.016540671	0	0	0	0	2	0
HYAL1	yes	no	no	4363	0.943963652	44622	1	chr3	50299890	50312381	50279890	50332381	2933	0.961639344	10476	0.838683852	2933	0.961639344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1739	0.139220239	0	0	1	0	1	0
ZMYND10	yes	no	no	138616	0.979999293	181445	1	chr3	50341110	50345732	50321110	50365732	1848	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CACNA2D2	yes	no	no	5341	1	45341	1	chr3	50362799	50504244	50342799	50524244	5512	0.978519439	0	0	0	0	0	0	0	0	450	0.003181449	0	0	0	0	0	0	0	0	0	0	0	0	2320	0.016402135	2485	0.017568666	0	0	0	0	119	0
CISH	yes	no	no	690398	0.973390989	749271	1	chr3	50606490	50611831	50586490	50631831	2222	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1
DOCK3	yes	no	no	78864	0.992449411	119464	1	chr3	50674927	51384198	50654927	51404198	8976	0.995563443	0	0	0	0	0	0	0	0	5273	0.007434394	0	0	0	0	0	0	0	0	0	0	0	0	1407	0.001983727	52220	0.073624891	0	0	0	0	1091	0
POC1A	yes	no	no	5083	1	45083	1	chr3	52075226	52154690	52055226	52174690	2263	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0.00265529	0	0	0	0	49	4
TLR9	yes	no	no	8168	1	48168	1	chr3	52221080	52226163	52201080	52246163	3868	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
GLYCTK	yes	no	no	8898	0.988666667	49000	1	chr3	52287089	52295257	52267089	52315257	3794	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
BAP1	yes	yes	yes	2941	1	42941	1	chr3	52401008	52410008	52381008	52430008	3583	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TNNC1	yes	no	yes	133404	0.949055597	180565	1	chr3	52451100	52454041	52431100	52474041	681	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PBRM1	no	yes	no	17666	0.996615142	57726	1	chr3	52545352	52685917	52525352	52705917	5155	0.991918414	0	0	0	0	0	0	0	0	825	0.005869171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1454	0.010343969	0	0	0	0	165	3
ITIH4	yes	no	no	41414	0.986752442	81970	1	chr3	52812962	52830688	52792962	52850688	3198	0.981583794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1
RFT1	yes	no	no	35937	0.978996404	76708	1	chr3	53088483	53130453	53068483	53150453	5068	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	0.003550155	0	0	0	0	57	7
PRKCD	yes	no	no	476073	0.982059533	524770	1	chr3	53156009	53192717	53136009	53212717	2995	0.984873397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	341	0.009289528	0	0	0	0	65	6
CACNA1D	yes	yes	yes	24172	0.973735095	64824	1	chr3	53328963	53813733	53308963	53833733	9353	0.986291258	0	0	0	0	0	0	0	0	1725	0.003558389	0	0	0	0	0	0	0	0	0	0	0	0	2402	0.004954927	18579	0.038325391	0	0	0	0	569	11
WNT5A	yes	no	no	62342	0.963912425	104676	1	chr3	55465715	55490539	55445715	55510539	6223	0.981236203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	7
CCDC66	yes	no	no	29192	0.980650363	69768	1	chr3	56557161	56621837	56537161	56641837	3116	1	0	0	0	0	0	0	0	0	684	0.010575793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5417	0.083755953	0	0	0	0	149	6
HESX1	yes	no	no	26517	0.987340358	66857	1	chr3	57197838	57227606	57177838	57247606	1275	0.980015373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	279	0.009372481	0	0	0	0	24	0
ARF4	yes	no	no	158968	0.970198534	203851	1	chr3	57571363	57598220	57551363	57618220	1590	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	404	0.015042633	0	0	0	0	47	0
FLNB	yes	no	no	21195	0.944518717	62440	1	chr3	58008400	58172251	57988400	58192251	9471	0.996003786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	736	0.004491886	0	0	0	0	308	9
DNASE1L3	yes	no	no	5665	0.909747872	46227	1	chr3	58192257	58214697	58172257	58234697	1406	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	273	0.012165775	0	0	0	0	39	1
PDHB	yes	no	no	1421411	0.944972749	1544182	1	chr3	58427630	58433857	58407630	58453857	1522	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	6
FHIT	yes	yes	no	4502	0.969631704	44643	1	chr3	59747277	61251459	59727277	61271459	3819	0.97249809	0	0	0	0	0	0	60002	0.03989012	7738	0.005144324	0	0	3000	0.00199444	0	0	0	0	0	0	0	0	0	0	37112	0.024672546	0	0	0	0	2703	4
FEZF2	yes	no	no	137484	0.984877682	179595	1	chr3	62369681	62374324	62349681	62394324	2217	0.997749775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1
ATXN7	yes	no	no	347695	0.984302457	393240	1	chr3	63863867	64003462	63843867	64023462	7928	0.984722395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	432	0.003094667	0	0	0	0	126	10
PRICKLE2	yes	no	no	16793	0.989744799	56967	1	chr3	64092236	64445476	64072236	64465476	10111	0.989915802	0	0	0	0	0	0	0	0	1596	0.004518175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	953	0.002697882	0	0	0	0	589	11
LMOD3	no	no	yes	222088	0.970231802	268902	1	chr3	69106065	69123032	69086065	69143032	4940	0.972632408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0.001768138	0	0	0	0	4	1
MITF	yes	yes	yes	614551	0.973666449	671172	1	chr3	69739435	69968337	69719435	69988337	5817	0.975842979	0	0	0	0	0	0	0	0	1306	0.005705498	0	0	2000	0.008737364	0	0	0	0	0	0	0	0	0	0	1832	0.008003425	0	0	0	0	265	3
FOXP1	yes	yes	yes	13425	0.990701793	53551	1	chr3	70952817	71583989	70932817	71603989	11026	0.965245557	0	0	0	0	0	0	0	0	4769	0.007555785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3370	0.005339274	0	0	0	0	641	0
PROK2	yes	no	no	1635169	0.937990063	1798526	1	chr3	71771655	71785206	71751655	71805206	1609	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0.002878016	0	0	0	0	15	2
ROBO2	yes	yes	no	1151659	0.983685797	1210759	1	chr3	75906695	77649964	75871438	77669964	9306	1	0	0	0	0	0	0	0	0	67221	0.038560314	0	0	16000	0.009178159	0	0	0	0	0	0	0	0	71560	0.041049316	106027	0.060820791	0	0	0	0	2641	6
ROBO1	yes	no	no	269293	0.990258952	311942	1	chr3	78597239	79767998	78577239	79787998	7435	0.989749734	0	0	0	0	0	0	0	0	2453	0.002095222	0	0	0	0	0	0	0	0	0	0	0	0	1177	0.001005331	29935	0.025568883	0	0	0	0	1641	2
GBE1	yes	no	yes	28285	1	68285	1	chr3	81489703	81761645	81469703	81781645	2925	1	0	0	0	0	0	0	0	0	554	0.002037199	0	0	0	0	0	0	0	0	0	0	0	0	1141	0.004195748	7104	0.026123217	0	0	0	0	258	5
CHMP2B	yes	no	no	16903	0.983876601	57180	1	chr3	87227271	87255556	87207271	87275556	2622	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0.001095987	0	0	0	0	23	1
POU1F1	yes	no	no	362885	0.968951679	414513	1	chr3	87259404	87276584	87239404	87296584	1560	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5.82E-05	0	0	0	0	10	1
EPHA3	yes	yes	no	101112	0.945396066	191387	1	chr3	89107621	89482134	89087621	89502134	6458	0.98445122	0	0	0	0	0	0	0	0	1014	0.002707516	0	0	7000	0.01869094	0	0	0	0	0	0	0	0	0	0	16730	0.044671347	0	0	0	0	343	3
PROS1	yes	no	yes	70695	0.935874184	117101	1	chr3	93873051	93980003	93808616	94000003	3334	0.993148645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59851	0.559606178	63642	0.595051986	0	0	0	0	32	2
ARL13B	yes	no	yes	36481	0.993816062	76708	1	chr3	93980139	94055678	93960139	94077240	3908	0.982650239	0	0	0	0	0	0	0	0	486	0.006433763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1154	0.015276877	0	0	0	0	8	0
ARL6	yes	no	no	929	1	40929	1	chr3	97764521	97801229	97744521	97821229	4373	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	0.005257709	0	0	0	0	25	5
OR5AC2	yes	no	no	2104	1	42104	1	chr3	98087173	98088102	98067173	98108102	929	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
OR5H6	yes	no	no	14202	1	54202	1	chr3	98263252	98265356	98243252	98285356	977	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2104	1	2104	1	0	0	0	0	15	9
CPOX	yes	no	no	87628	0.984971618	128965	1	chr3	98579446	98593648	98559446	98613648	2702	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183	0.012885509	0	0	0	0	29	4
ST3GAL6	yes	no	no	63286	0.984858152	104259	1	chr3	98732236	98821201	98712236	98841201	3925	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2797	0.03143933	0	0	0	0	124	4
TBC1D23	yes	no	no	39054	0.985390962	79633	1	chr3	100260992	100325251	100240992	100345251	3691	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1483	0.023078479	0	0	0	0	47	2
TFG	yes	yes	no	239333	0.979431901	284359	1	chr3	100709331	100748964	100689331	100768964	1956	0.993397664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0.001564353	0	0	0	0	34	3
ABI3BP	yes	no	no	96775	0.987207867	138029	1	chr3	100749156	100993515	100729156	101013515	4457	0.998655613	0	0	0	0	0	0	0	0	0	0	0	0	3000	0.012277019	0	0	0	0	0	0	0	0	0	0	2956	0.012096956	0	0	0	0	283	4
IMPG2	yes	no	no	5397	0.959125644	45627	1	chr3	101222546	101320575	101202546	101340575	7907	0.948877955	0	0	0	0	0	0	0	0	380	0.003876404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	379	0.003866203	0	0	0	0	77	6
RPL24	yes	no	no	32493	0.98371227	73031	1	chr3	101681091	101686718	101661091	101706718	554	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0.012262307	0	0	0	0	3	0
NFKBIZ	yes	no	no	211781	0.989210196	254091	1	chr3	101827991	101861022	101807991	101881022	4049	0.969355997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0.003965971	0	0	0	0	17	0
CBLB	yes	yes	no	369954	0.991751356	413031	1	chr3	105655461	105869552	105635461	105889552	6696	0.994947994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	974	0.004549467	0	0	0	0	235	3
