gene	ref	coords	in_mrg	benchmark	region	cov	vars	svs
PEG3	GRCh37	19:57321445-57352096	FALSE	mrg	gene	0	0	0
PEG3	GRCh37	19:57321445-57352096	FALSE	mrg	exon	0	0	0
PEG3	GRCh37	19:57321445-57352096	FALSE	hifi	gene	1	NA	NA
MIMT1	GRCh37	19:57352270-57359924	FALSE	v4	gene	0.986542984	9	NA
MIMT1	GRCh37	19:57352270-57359924	FALSE	v4	exon	0	0	NA
MIMT1	GRCh37	19:57352270-57359924	FALSE	mrg	gene	0	0	0
MIMT1	GRCh37	19:57352270-57359924	FALSE	mrg	exon	0	0	0
MIMT1	GRCh37	19:57352270-57359924	FALSE	hifi	gene	1	NA	NA
ZNF264	GRCh37	19:57702868-57724724	FALSE	v4	gene	0.97556735000000006	33	NA
ZNF264	GRCh37	19:57702868-57724724	FALSE	v4	exon	1	6	NA
ZNF264	GRCh37	19:57702868-57724724	FALSE	mrg	gene	0	0	0
ZNF264	GRCh37	19:57702868-57724724	FALSE	mrg	exon	0	0	0
ZNF264	GRCh37	19:57702868-57724724	FALSE	hifi	gene	1	NA	NA
AURKC	GRCh37	19:57742377-57746916	FALSE	v4	gene	0.968054638	1	NA
AURKC	GRCh37	19:57742377-57746916	FALSE	v4	exon	1	0	NA
AURKC	GRCh37	19:57742377-57746916	FALSE	mrg	gene	0	0	0
AURKC	GRCh37	19:57742377-57746916	FALSE	mrg	exon	0	0	0
AURKC	GRCh37	19:57742377-57746916	FALSE	hifi	gene	1	NA	NA
ZNF419	GRCh37	19:57999079-58006048	TRUE	v4	gene	0.628210647	19	NA
ZNF419	GRCh37	19:57999079-58006048	TRUE	v4	exon	0.220245659	3	NA
ZNF419	GRCh37	19:57999079-58006048	TRUE	mrg	gene	0.993112355	28	0
ZNF419	GRCh37	19:57999079-58006048	TRUE	mrg	exon	1	7	0
ZNF419	GRCh37	19:57999079-58006048	TRUE	hifi	gene	1	NA	NA
SLC27A5	GRCh37	19:58990879-59023780	TRUE	v4	gene	0.852344914	51	NA
SLC27A5	GRCh37	19:58990879-59023780	TRUE	v4	exon	1	3	NA
SLC27A5	GRCh37	19:58990879-59023780	TRUE	mrg	gene	0.918513115	57	2
SLC27A5	GRCh37	19:58990879-59023780	TRUE	mrg	exon	1	3	0
SLC27A5	GRCh37	19:58990879-59023780	TRUE	hifi	gene	1	NA	NA
DEFB126	GRCh37	20:123010-126392	FALSE	v4	gene	1	2	NA
DEFB126	GRCh37	20:123010-126392	FALSE	v4	exon	1	1	NA
DEFB126	GRCh37	20:123010-126392	FALSE	mrg	gene	0	0	0
DEFB126	GRCh37	20:123010-126392	FALSE	mrg	exon	0	0	0
DEFB126	GRCh37	20:123010-126392	FALSE	hifi	gene	1	NA	NA
TRIB3	GRCh37	20:361261-378203	FALSE	v4	gene	0.944221461	20	NA
TRIB3	GRCh37	20:361261-378203	FALSE	v4	exon	0.957915832	2	NA
TRIB3	GRCh37	20:361261-378203	FALSE	mrg	gene	0	0	0
TRIB3	GRCh37	20:361261-378203	FALSE	mrg	exon	0	0	0
TRIB3	GRCh37	20:361261-378203	FALSE	hifi	gene	1	NA	NA
SLC52A3	GRCh37	20:740724-749131	FALSE	v4	gene	0.945402641	21	NA
SLC52A3	GRCh37	20:740724-749131	FALSE	v4	exon	1	5	NA
SLC52A3	GRCh37	20:740724-749131	FALSE	mrg	gene	0	0	0
SLC52A3	GRCh37	20:740724-749131	FALSE	mrg	exon	0	0	0
SLC52A3	GRCh37	20:740724-749131	FALSE	hifi	gene	1	NA	NA
RSPO4	GRCh37	20:939095-982907	FALSE	v4	gene	0.987583311	85	NA
RSPO4	GRCh37	20:939095-982907	FALSE	v4	exon	0.931977819	9	NA
RSPO4	GRCh37	20:939095-982907	FALSE	mrg	gene	0	0	0
RSPO4	GRCh37	20:939095-982907	FALSE	mrg	exon	0	0	0
RSPO4	GRCh37	20:939095-982907	FALSE	hifi	gene	1	NA	NA
RAD21L1	GRCh37	20:1206700-1277065	FALSE	v4	gene	0.92519008	51	NA
RAD21L1	GRCh37	20:1206700-1277065	FALSE	v4	exon	0.966555184	2	NA
RAD21L1	GRCh37	20:1206700-1277065	FALSE	mrg	gene	0	0	0
RAD21L1	GRCh37	20:1206700-1277065	FALSE	mrg	exon	0	0	0
RAD21L1	GRCh37	20:1206700-1277065	FALSE	hifi	gene	1	NA	NA
FKBP1A	GRCh37	20:1349622-1373806	FALSE	v4	gene	0.97978002	20	NA
FKBP1A	GRCh37	20:1349622-1373806	FALSE	v4	exon	0.937087773	2	NA
FKBP1A	GRCh37	20:1349622-1373806	FALSE	mrg	gene	0	0	0
FKBP1A	GRCh37	20:1349622-1373806	FALSE	mrg	exon	0	0	0
FKBP1A	GRCh37	20:1349622-1373806	FALSE	hifi	gene	1	NA	NA
SIRPA	GRCh37	20:1875154-1920543	FALSE	v4	gene	0.937517901	68	NA
SIRPA	GRCh37	20:1875154-1920543	FALSE	v4	exon	0.871532117	3	NA
SIRPA	GRCh37	20:1875154-1920543	FALSE	mrg	gene	0	0	0
SIRPA	GRCh37	20:1875154-1920543	FALSE	mrg	exon	0	0	0
SIRPA	GRCh37	20:1875154-1920543	FALSE	hifi	gene	1	NA	NA
PDYN	GRCh37	20:1959403-1974732	FALSE	v4	gene	1	24	NA
PDYN	GRCh37	20:1959403-1974732	FALSE	v4	exon	1	5	NA
PDYN	GRCh37	20:1959403-1974732	FALSE	mrg	gene	0	0	0
PDYN	GRCh37	20:1959403-1974732	FALSE	mrg	exon	0	0	0
PDYN	GRCh37	20:1959403-1974732	FALSE	hifi	gene	1	NA	NA
TGM6	GRCh37	20:2361554-2413399	FALSE	v4	gene	0.987404764	120	NA
TGM6	GRCh37	20:2361554-2413399	FALSE	v4	exon	1	4	NA
TGM6	GRCh37	20:2361554-2413399	FALSE	mrg	gene	0	0	0
TGM6	GRCh37	20:2361554-2413399	FALSE	mrg	exon	0	0	0
TGM6	GRCh37	20:2361554-2413399	FALSE	hifi	gene	1	NA	NA
NOP56	GRCh37	20:2632791-2639039	FALSE	v4	gene	0.983834827	12	NA
NOP56	GRCh37	20:2632791-2639039	FALSE	v4	exon	1	9	NA
NOP56	GRCh37	20:2632791-2639039	FALSE	mrg	gene	0	0	0
NOP56	GRCh37	20:2632791-2639039	FALSE	mrg	exon	0	0	0
NOP56	GRCh37	20:2632791-2639039	FALSE	hifi	gene	1	NA	NA
IDH3B	GRCh37	20:2639041-2644865	FALSE	v4	gene	0.913976648	4	NA
IDH3B	GRCh37	20:2639041-2644865	FALSE	v4	exon	1	0	NA
IDH3B	GRCh37	20:2639041-2644865	FALSE	mrg	gene	0	0	0
IDH3B	GRCh37	20:2639041-2644865	FALSE	mrg	exon	0	0	0
IDH3B	GRCh37	20:2639041-2644865	FALSE	hifi	gene	1	NA	NA
AVP	GRCh37	20:3063202-3065370	FALSE	v4	gene	0.948339483	1	NA
AVP	GRCh37	20:3063202-3065370	FALSE	v4	exon	0.996753247	0	NA
AVP	GRCh37	20:3063202-3065370	FALSE	mrg	gene	0	0	0
AVP	GRCh37	20:3063202-3065370	FALSE	mrg	exon	0	0	0
AVP	GRCh37	20:3063202-3065370	FALSE	hifi	gene	1	NA	NA
ITPA	GRCh37	20:3189514-3204516	FALSE	v4	gene	0.93307559	16	NA
ITPA	GRCh37	20:3189514-3204516	FALSE	v4	exon	1	0	NA
ITPA	GRCh37	20:3189514-3204516	FALSE	mrg	gene	0	0	0
ITPA	GRCh37	20:3189514-3204516	FALSE	mrg	exon	0	0	0
ITPA	GRCh37	20:3189514-3204516	FALSE	hifi	gene	1	NA	NA
SLC4A11	GRCh37	20:3208063-3219836	FALSE	v4	gene	0.987598743	19	NA
SLC4A11	GRCh37	20:3208063-3219836	FALSE	v4	exon	1	3	NA
SLC4A11	GRCh37	20:3208063-3219836	FALSE	mrg	gene	0	0	0
SLC4A11	GRCh37	20:3208063-3219836	FALSE	mrg	exon	0	0	0
SLC4A11	GRCh37	20:3208063-3219836	FALSE	hifi	gene	1	NA	NA
ADAM33	GRCh37	20:3648612-3662893	FALSE	v4	gene	0.991457181	26	NA
ADAM33	GRCh37	20:3648612-3662893	FALSE	v4	exon	1	3	NA
ADAM33	GRCh37	20:3648612-3662893	FALSE	mrg	gene	0	0	0
ADAM33	GRCh37	20:3648612-3662893	FALSE	mrg	exon	0	0	0
ADAM33	GRCh37	20:3648612-3662893	FALSE	hifi	gene	1	NA	NA
PANK2	GRCh37	20:3869486-3907605	FALSE	v4	gene	0.9481361	33	NA
PANK2	GRCh37	20:3869486-3907605	FALSE	v4	exon	1	5	NA
PANK2	GRCh37	20:3869486-3907605	FALSE	mrg	gene	0	0	0
PANK2	GRCh37	20:3869486-3907605	FALSE	mrg	exon	0	0	0
PANK2	GRCh37	20:3869486-3907605	FALSE	hifi	gene	1	NA	NA
PRNP	GRCh37	20:4666882-4682236	FALSE	v4	gene	0.983978116	20	NA
PRNP	GRCh37	20:4666882-4682236	FALSE	v4	exon	0.94613936	1	NA
PRNP	GRCh37	20:4666882-4682236	FALSE	mrg	gene	0	0	0
PRNP	GRCh37	20:4666882-4682236	FALSE	mrg	exon	0	0	0
PRNP	GRCh37	20:4666882-4682236	FALSE	hifi	gene	1	NA	NA
PRND	GRCh37	20:4702556-4709106	FALSE	v4	gene	1	25	NA
PRND	GRCh37	20:4702556-4709106	FALSE	v4	exon	1	11	NA
PRND	GRCh37	20:4702556-4709106	FALSE	mrg	gene	0	0	0
PRND	GRCh37	20:4702556-4709106	FALSE	mrg	exon	0	0	0
PRND	GRCh37	20:4702556-4709106	FALSE	hifi	gene	1	NA	NA
SLC23A2	GRCh37	20:4833002-4990939	FALSE	v4	gene	0.979086598	167	NA
SLC23A2	GRCh37	20:4833002-4990939	FALSE	v4	exon	1	5	NA
SLC23A2	GRCh37	20:4833002-4990939	FALSE	mrg	gene	0	0	0
SLC23A2	GRCh37	20:4833002-4990939	FALSE	mrg	exon	0	0	0
SLC23A2	GRCh37	20:4833002-4990939	FALSE	hifi	gene	1	NA	NA
PROKR2	GRCh37	20:5282317-5297378	FALSE	v4	gene	0.924374212	2	NA
PROKR2	GRCh37	20:5282317-5297378	FALSE	v4	exon	1	0	NA
PROKR2	GRCh37	20:5282317-5297378	FALSE	mrg	gene	0	0	0
PROKR2	GRCh37	20:5282317-5297378	FALSE	mrg	exon	0	0	0
PROKR2	GRCh37	20:5282317-5297378	FALSE	hifi	gene	1	NA	NA
FERMT1	GRCh37	20:6055492-6104191	FALSE	v4	gene	0.981026304	45	NA
FERMT1	GRCh37	20:6055492-6104191	FALSE	v4	exon	1	5	NA
FERMT1	GRCh37	20:6055492-6104191	FALSE	mrg	gene	0	0	0
FERMT1	GRCh37	20:6055492-6104191	FALSE	mrg	exon	0	0	0
FERMT1	GRCh37	20:6055492-6104191	FALSE	hifi	gene	1	NA	NA
BMP2	GRCh37	20:6748311-6760927	FALSE	v4	gene	1	20	NA
BMP2	GRCh37	20:6748311-6760927	FALSE	v4	exon	1	5	NA
BMP2	GRCh37	20:6748311-6760927	FALSE	mrg	gene	0	0	0
BMP2	GRCh37	20:6748311-6760927	FALSE	mrg	exon	0	0	0
BMP2	GRCh37	20:6748311-6760927	FALSE	hifi	gene	1	NA	NA
PLCB1	GRCh37	20:8112824-8949003	FALSE	v4	gene	0.983975919	1337	NA
PLCB1	GRCh37	20:8112824-8949003	FALSE	v4	exon	1	2	NA
PLCB1	GRCh37	20:8112824-8949003	FALSE	mrg	gene	0	0	0
PLCB1	GRCh37	20:8112824-8949003	FALSE	mrg	exon	0	0	0
PLCB1	GRCh37	20:8112824-8949003	FALSE	hifi	gene	1	NA	NA
PLCB4	GRCh37	20:9049410-9461889	FALSE	v4	gene	0.98591201	377	NA
PLCB4	GRCh37	20:9049410-9461889	FALSE	v4	exon	0.995534238	1	NA
PLCB4	GRCh37	20:9049410-9461889	FALSE	mrg	gene	0	0	0
PLCB4	GRCh37	20:9049410-9461889	FALSE	mrg	exon	0	0	0
PLCB4	GRCh37	20:9049410-9461889	FALSE	hifi	gene	1	NA	NA
SNAP25	GRCh37	20:10199478-10288066	FALSE	v4	gene	0.989851899	53	NA
SNAP25	GRCh37	20:10199478-10288066	FALSE	v4	exon	1	3	NA
SNAP25	GRCh37	20:10199478-10288066	FALSE	mrg	gene	0	0	0
SNAP25	GRCh37	20:10199478-10288066	FALSE	mrg	exon	0	0	0
SNAP25	GRCh37	20:10199478-10288066	FALSE	hifi	gene	1	NA	NA
MKKS	GRCh37	20:10381657-10414870	FALSE	v4	gene	0.984403697	18	NA
MKKS	GRCh37	20:10381657-10414870	FALSE	v4	exon	1	1	NA
MKKS	GRCh37	20:10381657-10414870	FALSE	mrg	gene	0	0	0
MKKS	GRCh37	20:10381657-10414870	FALSE	mrg	exon	0	0	0
MKKS	GRCh37	20:10381657-10414870	FALSE	hifi	gene	1	NA	NA
JAG1	GRCh37	20:10618332-10654694	FALSE	v4	gene	0.990512073	47	NA
JAG1	GRCh37	20:10618332-10654694	FALSE	v4	exon	1	8	NA
JAG1	GRCh37	20:10618332-10654694	FALSE	mrg	gene	0	0	0
JAG1	GRCh37	20:10618332-10654694	FALSE	mrg	exon	0	0	0
JAG1	GRCh37	20:10618332-10654694	FALSE	hifi	gene	1	NA	NA
JAG1	GRCh37	20:10625847-10627014	FALSE	v4	gene	1	0	NA
JAG1	GRCh37	20:10625847-10627014	FALSE	v4	exon	1	8	NA
JAG1	GRCh37	20:10625847-10627014	FALSE	mrg	gene	0	0	0
JAG1	GRCh37	20:10625847-10627014	FALSE	mrg	exon	0	0	0
JAG1	GRCh37	20:10625847-10627014	FALSE	hifi	gene	1	NA	NA
NDUFAF5	GRCh37	20:13765596-13799067	FALSE	v4	gene	1	35	NA
NDUFAF5	GRCh37	20:13765596-13799067	FALSE	v4	exon	1	2	NA
NDUFAF5	GRCh37	20:13765596-13799067	FALSE	mrg	gene	0	0	0
NDUFAF5	GRCh37	20:13765596-13799067	FALSE	mrg	exon	0	0	0
NDUFAF5	GRCh37	20:13765596-13799067	FALSE	hifi	gene	1	NA	NA
MACROD2	GRCh37	20:13976015-16033842	FALSE	v4	gene	0.982280823	2775	NA
MACROD2	GRCh37	20:13976015-16033842	FALSE	v4	exon	0.980456026	9	NA
MACROD2	GRCh37	20:13976015-16033842	FALSE	mrg	gene	0	0	0
MACROD2	GRCh37	20:13976015-16033842	FALSE	mrg	exon	0	0	0
MACROD2	GRCh37	20:13976015-16033842	FALSE	hifi	gene	1	NA	NA
BFSP1	GRCh37	20:17474550-17549865	FALSE	v4	gene	0.971811724	135	NA
BFSP1	GRCh37	20:17474550-17549865	FALSE	v4	exon	1	3	NA
BFSP1	GRCh37	20:17474550-17549865	FALSE	mrg	gene	0	0	0
BFSP1	GRCh37	20:17474550-17549865	FALSE	mrg	exon	0	0	0
BFSP1	GRCh37	20:17474550-17549865	FALSE	hifi	gene	1	NA	NA
MGME1	GRCh37	20:17949556-17971765	FALSE	v4	gene	0.969201675	59	NA
MGME1	GRCh37	20:17949556-17971765	FALSE	v4	exon	0.948948949	3	NA
MGME1	GRCh37	20:17949556-17971765	FALSE	mrg	gene	0	0	0
MGME1	GRCh37	20:17949556-17971765	FALSE	mrg	exon	0	0	0
MGME1	GRCh37	20:17949556-17971765	FALSE	hifi	gene	1	NA	NA
SEC23B	GRCh37	20:18488137-18542059	FALSE	v4	gene	0.967842439	143	NA
SEC23B	GRCh37	20:18488137-18542059	FALSE	v4	exon	0.988599349	2	NA
SEC23B	GRCh37	20:18488137-18542059	FALSE	mrg	gene	0	0	0
SEC23B	GRCh37	20:18488137-18542059	FALSE	mrg	exon	0	0	0
SEC23B	GRCh37	20:18488137-18542059	FALSE	hifi	gene	1	NA	NA
RIN2	GRCh37	20:19867165-19983101	FALSE	v4	gene	0.970397461	186	NA
RIN2	GRCh37	20:19867165-19983101	FALSE	v4	exon	0.976630314	3	NA
RIN2	GRCh37	20:19867165-19983101	FALSE	mrg	gene	0	0	0
RIN2	GRCh37	20:19867165-19983101	FALSE	mrg	exon	0	0	0
RIN2	GRCh37	20:19867165-19983101	FALSE	hifi	gene	1	NA	NA
CRNKL1	GRCh37	20:20015012-20036690	FALSE	v4	gene	0.99511025	20	NA
CRNKL1	GRCh37	20:20015012-20036690	FALSE	v4	exon	1	8	NA
CRNKL1	GRCh37	20:20015012-20036690	FALSE	mrg	gene	0	0	0
CRNKL1	GRCh37	20:20015012-20036690	FALSE	mrg	exon	0	0	0
CRNKL1	GRCh37	20:20015012-20036690	FALSE	hifi	gene	1	NA	NA
FOXA2	GRCh37	20:22561643-22566093	FALSE	v4	gene	0.975955056	1	NA
FOXA2	GRCh37	20:22561643-22566093	FALSE	v4	exon	1	1	NA
FOXA2	GRCh37	20:22561643-22566093	FALSE	mrg	gene	0	0	0
FOXA2	GRCh37	20:22561643-22566093	FALSE	mrg	exon	0	0	0
FOXA2	GRCh37	20:22561643-22566093	FALSE	hifi	gene	1	NA	NA
THBD	GRCh37	20:23026270-23030378	FALSE	v4	gene	1	3	NA
THBD	GRCh37	20:23026270-23030378	FALSE	v4	exon	1	3	NA
THBD	GRCh37	20:23026270-23030378	FALSE	mrg	gene	0	0	0
THBD	GRCh37	20:23026270-23030378	FALSE	mrg	exon	0	0	0
THBD	GRCh37	20:23026270-23030378	FALSE	hifi	gene	1	NA	NA
CST3	GRCh37	20:23608534-23619110	FALSE	v4	gene	0.971917549	9	NA
CST3	GRCh37	20:23608534-23619110	FALSE	v4	exon	0.975590236	2	NA
CST3	GRCh37	20:23608534-23619110	FALSE	mrg	gene	0	0	0
CST3	GRCh37	20:23608534-23619110	FALSE	mrg	exon	0	0	0
CST3	GRCh37	20:23608534-23619110	FALSE	hifi	gene	1	NA	NA
VSX1	GRCh37	20:25051521-25062996	FALSE	v4	gene	1	34	NA
VSX1	GRCh37	20:25051521-25062996	FALSE	v4	exon	1	7	NA
VSX1	GRCh37	20:25051521-25062996	FALSE	mrg	gene	0	0	0
VSX1	GRCh37	20:25051521-25062996	FALSE	mrg	exon	0	0	0
VSX1	GRCh37	20:25051521-25062996	FALSE	hifi	gene	1	NA	NA
ABHD12	GRCh37	20:25275379-25371619	FALSE	v4	gene	0.964993766	197	NA
ABHD12	GRCh37	20:25275379-25371619	FALSE	v4	exon	0.955796497	5	NA
ABHD12	GRCh37	20:25275379-25371619	FALSE	mrg	gene	0	0	0
ABHD12	GRCh37	20:25275379-25371619	FALSE	mrg	exon	0	0	0
ABHD12	GRCh37	20:25275379-25371619	FALSE	hifi	gene	1	NA	NA
COX4I2	GRCh37	20:30225691-30232809	FALSE	v4	gene	0.956167463	11	NA
COX4I2	GRCh37	20:30225691-30232809	FALSE	v4	exon	1	0	NA
COX4I2	GRCh37	20:30225691-30232809	FALSE	mrg	gene	0	0	0
COX4I2	GRCh37	20:30225691-30232809	FALSE	mrg	exon	0	0	0
COX4I2	GRCh37	20:30225691-30232809	FALSE	hifi	gene	1	NA	NA
BCL2L1	GRCh37	20:30252255-30311792	FALSE	v4	gene	0.946722206	61	NA
BCL2L1	GRCh37	20:30252255-30311792	FALSE	v4	exon	1	0	NA
BCL2L1	GRCh37	20:30252255-30311792	FALSE	mrg	gene	0	0	0
BCL2L1	GRCh37	20:30252255-30311792	FALSE	mrg	exon	0	0	0
BCL2L1	GRCh37	20:30252255-30311792	FALSE	hifi	gene	1	NA	NA
MYLK2	GRCh37	20:30407111-30422492	FALSE	v4	gene	0.990377739	17	NA
MYLK2	GRCh37	20:30407111-30422492	FALSE	v4	exon	1	0	NA
MYLK2	GRCh37	20:30407111-30422492	FALSE	mrg	gene	0	0	0
MYLK2	GRCh37	20:30407111-30422492	FALSE	mrg	exon	0	0	0
MYLK2	GRCh37	20:30407111-30422492	FALSE	hifi	gene	1	NA	NA
ASXL1	GRCh37	20:30946155-31027122	FALSE	v4	gene	0.956871318	80	NA
ASXL1	GRCh37	20:30946155-31027122	FALSE	v4	exon	1	5	NA
ASXL1	GRCh37	20:30946155-31027122	FALSE	mrg	gene	0	0	0
ASXL1	GRCh37	20:30946155-31027122	FALSE	mrg	exon	0	0	0
ASXL1	GRCh37	20:30946155-31027122	FALSE	hifi	gene	1	NA	NA
DNMT3B	GRCh37	20:31350191-31397162	FALSE	v4	gene	0.984288178	95	NA
DNMT3B	GRCh37	20:31350191-31397162	FALSE	v4	exon	1	4	NA
DNMT3B	GRCh37	20:31350191-31397162	FALSE	mrg	gene	0	0	0
DNMT3B	GRCh37	20:31350191-31397162	FALSE	mrg	exon	0	0	0
DNMT3B	GRCh37	20:31350191-31397162	FALSE	hifi	gene	1	NA	NA
SNTA1	GRCh37	20:31995761-32031698	FALSE	v4	gene	0.975985753	35	NA
SNTA1	GRCh37	20:31995761-32031698	FALSE	v4	exon	1	0	NA
SNTA1	GRCh37	20:31995761-32031698	FALSE	mrg	gene	0	0	0
SNTA1	GRCh37	20:31995761-32031698	FALSE	mrg	exon	0	0	0
SNTA1	GRCh37	20:31995761-32031698	FALSE	hifi	gene	1	NA	NA
E2F1	GRCh37	20:32263489-32274210	FALSE	v4	gene	1	2	NA
E2F1	GRCh37	20:32263489-32274210	FALSE	v4	exon	1	0	NA
E2F1	GRCh37	20:32263489-32274210	FALSE	mrg	gene	0	0	0
E2F1	GRCh37	20:32263489-32274210	FALSE	mrg	exon	0	0	0
E2F1	GRCh37	20:32263489-32274210	FALSE	hifi	gene	1	NA	NA
CHMP4B	GRCh37	20:32399110-32442172	FALSE	v4	gene	0.989596396	38	NA
CHMP4B	GRCh37	20:32399110-32442172	FALSE	v4	exon	0.937842779	1	NA
CHMP4B	GRCh37	20:32399110-32442172	FALSE	mrg	gene	0	0	0
CHMP4B	GRCh37	20:32399110-32442172	FALSE	mrg	exon	0	0	0
CHMP4B	GRCh37	20:32399110-32442172	FALSE	hifi	gene	1	NA	NA
RALY	GRCh37	20:32581452-32696114	FALSE	v4	gene	0.978711343	112	NA
RALY	GRCh37	20:32581452-32696114	FALSE	v4	exon	0.988679245	1	NA
RALY	GRCh37	20:32581452-32696114	FALSE	mrg	gene	0	0	0
RALY	GRCh37	20:32581452-32696114	FALSE	mrg	exon	0	0	0
RALY	GRCh37	20:32581452-32696114	FALSE	hifi	gene	1	NA	NA
ASIP	GRCh37	20:32782375-32857150	FALSE	v4	gene	0.86257439	90	NA
ASIP	GRCh37	20:32782375-32857150	FALSE	v4	exon	1	1	NA
ASIP	GRCh37	20:32782375-32857150	FALSE	mrg	gene	0	0	0
ASIP	GRCh37	20:32782375-32857150	FALSE	mrg	exon	0	0	0
ASIP	GRCh37	20:32782375-32857150	FALSE	hifi	gene	1	NA	NA
AHCY	GRCh37	20:32868074-32899608	FALSE	v4	gene	0.985127164	6	NA
AHCY	GRCh37	20:32868074-32899608	FALSE	v4	exon	1	0	NA
AHCY	GRCh37	20:32868074-32899608	FALSE	mrg	gene	0	0	0
AHCY	GRCh37	20:32868074-32899608	FALSE	mrg	exon	0	0	0
AHCY	GRCh37	20:32868074-32899608	FALSE	hifi	gene	1	NA	NA
ITCH	GRCh37	20:32951041-33099198	FALSE	v4	gene	0.955229925	98	NA
ITCH	GRCh37	20:32951041-33099198	FALSE	v4	exon	0.952446907	3	NA
ITCH	GRCh37	20:32951041-33099198	FALSE	mrg	gene	0	0	0
ITCH	GRCh37	20:32951041-33099198	FALSE	mrg	exon	0	0	0
ITCH	GRCh37	20:32951041-33099198	FALSE	hifi	gene	1	NA	NA
GSS	GRCh37	20:33516236-33543620	FALSE	v4	gene	0.992258253	38	NA
GSS	GRCh37	20:33516236-33543620	FALSE	v4	exon	1	0	NA
GSS	GRCh37	20:33516236-33543620	FALSE	mrg	gene	0	0	0
GSS	GRCh37	20:33516236-33543620	FALSE	mrg	exon	0	0	0
GSS	GRCh37	20:33516236-33543620	FALSE	hifi	gene	1	NA	NA
MIR499A	GRCh37	20:33578179-33578300	FALSE	v4	gene	1	1	NA
MIR499A	GRCh37	20:33578179-33578300	FALSE	v4	exon	0	0	NA
MIR499A	GRCh37	20:33578179-33578300	FALSE	mrg	gene	0	0	0
MIR499A	GRCh37	20:33578179-33578300	FALSE	mrg	exon	0	0	0
MIR499A	GRCh37	20:33578179-33578300	FALSE	hifi	gene	1	NA	NA
PROCR	GRCh37	20:33759876-33765165	FALSE	v4	gene	0.932501418	9	NA
PROCR	GRCh37	20:33759876-33765165	FALSE	v4	exon	1	1	NA
PROCR	GRCh37	20:33759876-33765165	FALSE	mrg	gene	0	0	0
PROCR	GRCh37	20:33759876-33765165	FALSE	mrg	exon	0	0	0
PROCR	GRCh37	20:33759876-33765165	FALSE	hifi	gene	1	NA	NA
GDF5	GRCh37	20:34021145-34042568	FALSE	v4	gene	0.978341035	20	NA
GDF5	GRCh37	20:34021145-34042568	FALSE	v4	exon	1	3	NA
GDF5	GRCh37	20:34021145-34042568	FALSE	mrg	gene	0	0	0
GDF5	GRCh37	20:34021145-34042568	FALSE	mrg	exon	0	0	0
GDF5	GRCh37	20:34021145-34042568	FALSE	hifi	gene	1	NA	NA
EPB41L1	GRCh37	20:34679426-34820721	FALSE	v4	gene	0.981082133	79	NA
EPB41L1	GRCh37	20:34679426-34820721	FALSE	v4	exon	0.984281091	2	NA
EPB41L1	GRCh37	20:34679426-34820721	FALSE	mrg	gene	0	0	0
EPB41L1	GRCh37	20:34679426-34820721	FALSE	mrg	exon	0	0	0
EPB41L1	GRCh37	20:34679426-34820721	FALSE	hifi	gene	1	NA	NA
SAMHD1	GRCh37	20:35518632-35580246	FALSE	v4	gene	0.944071153	77	NA
SAMHD1	GRCh37	20:35518632-35580246	FALSE	v4	exon	0.928901007	0	NA
SAMHD1	GRCh37	20:35518632-35580246	FALSE	mrg	gene	0	0	0
SAMHD1	GRCh37	20:35518632-35580246	FALSE	mrg	exon	0	0	0
SAMHD1	GRCh37	20:35518632-35580246	FALSE	hifi	gene	1	NA	NA
RBL1	GRCh37	20:35624752-35724398	FALSE	v4	gene	0.913293057	56	NA
RBL1	GRCh37	20:35624752-35724398	FALSE	v4	exon	0.993091537	1	NA
RBL1	GRCh37	20:35624752-35724398	FALSE	mrg	gene	0	0	0
RBL1	GRCh37	20:35624752-35724398	FALSE	mrg	exon	0	0	0
RBL1	GRCh37	20:35624752-35724398	FALSE	hifi	gene	1	NA	NA
RBL1	GRCh37	20:35724188-35725581	FALSE	v4	gene	1	0	NA
RBL1	GRCh37	20:35724188-35725581	FALSE	v4	exon	0.993091537	1	NA
RBL1	GRCh37	20:35724188-35725581	FALSE	mrg	gene	0	0	0
RBL1	GRCh37	20:35724188-35725581	FALSE	mrg	exon	0	0	0
RBL1	GRCh37	20:35724188-35725581	FALSE	hifi	gene	1	NA	NA
GHRH	GRCh37	20:35879489-35890238	FALSE	v4	gene	0.990510745	5	NA
GHRH	GRCh37	20:35879489-35890238	FALSE	v4	exon	1	0	NA
GHRH	GRCh37	20:35879489-35890238	FALSE	mrg	gene	0	0	0
GHRH	GRCh37	20:35879489-35890238	FALSE	mrg	exon	0	0	0
GHRH	GRCh37	20:35879489-35890238	FALSE	hifi	gene	1	NA	NA
SRC	GRCh37	20:35973088-36034453	FALSE	v4	gene	0.954338792	35	NA
SRC	GRCh37	20:35973088-36034453	FALSE	v4	exon	0.980125735	3	NA
SRC	GRCh37	20:35973088-36034453	FALSE	mrg	gene	0	0	0
SRC	GRCh37	20:35973088-36034453	FALSE	mrg	exon	0	0	0
SRC	GRCh37	20:35973088-36034453	FALSE	hifi	gene	1	NA	NA
NNAT	GRCh37	20:36149617-36152092	FALSE	v4	gene	0.941010101	0	NA
NNAT	GRCh37	20:36149617-36152092	FALSE	v4	exon	1	0	NA
NNAT	GRCh37	20:36149617-36152092	FALSE	mrg	gene	0	0	0
