gene	ref	chrom	start	end	data_set	avg_cov	bp_cov_by_100X	bp_cov_by_20X
HCRT	GRCh37	17	40336078	40337470	ONT	54.57	0	1
STAT5B	GRCh37	17	40351186	40428725	ONT	60.93	0	1
STAT3	GRCh37	17	40465342	40540586	ONT	58.08	0	1
PTRF	GRCh37	17	40554470	40575535	ONT	52.78	0	1
NAGLU	GRCh37	17	40688190	40696467	ONT	60.44	0	1
PSMC3IP	GRCh37	17	40724333	40729849	ONT	52.54	0	1
WNK4	GRCh37	17	40932696	40948954	ONT	55.09	0	1
G6PC	GRCh37	17	41052814	41065386	ONT	60.83	0	1
BRCA1	GRCh37	17	41196312	41277500	ONT	52.4	0	1
ETV4	GRCh37	17	41605212	41656988	ONT	47.95	0	1
SOST	GRCh37	17	41831099	41836156	ONT	48.97	0	1
PYY	GRCh37	17	42030106	42081837	ONT	51.19	0	1
NAGS	GRCh37	17	42081914	42086431	ONT	55.5	0	1
G6PC3	GRCh37	17	42148103	42153709	ONT	58.01	0	1
SLC4A1	GRCh37	17	42325753	42345509	ONT	54.3	0	1
SLC25A39	GRCh37	17	42396993	42402238	ONT	52.17	0	1
GRN	GRCh37	17	42422614	42430470	ONT	49.31	0	1
ITGA2B	GRCh37	17	42449548	42466873	ONT	56	0	1
GPATCH8	GRCh37	17	42472652	42580798	ONT	58.39	0	1
EFTUD2	GRCh37	17	42927311	42977030	ONT	55.96	0	1
CCDC103	GRCh37	17	42976510	42982758	ONT	57.45	0	1
GFAP	GRCh37	17	42982376	42994305	ONT	54.97	0	1
MAP3K14	GRCh37	17	43340488	43394414	ONT	52.23	0	1
PLEKHM1	GRCh37	17	43513266	43568115	ONT	49.18	0	1
CRHR1	GRCh37	17	43699267	43913194	ONT	58.93	0.046938687	1
MAPT	GRCh37	17	43971748	44105700	ONT	45.74	0	1
KANSL1	GRCh37	17	44107282	44302733	ONT	74.01	0.183745238	1
WNT3	GRCh37	17	44839872	44910520	ONT	46.9	0	1
GOSR2	GRCh37	17	45000483	45105003	ONT	58.56	0	1
ITGB3	GRCh37	17	45331212	45421658	ONT	61.67	0	1
TBX21	GRCh37	17	45810610	45823485	ONT	59.1	0	1
PNPO	GRCh37	17	46018872	46025654	ONT	60.5	0	1
NFE2L1	GRCh37	17	46125691	46138849	ONT	58.58	0	1
HOXB1	GRCh37	17	46605888	46608359	ONT	50.31	0	1
HOXB6	GRCh37	17	46671639	46682354	ONT	52.71	0	1
HOXB8	GRCh37	17	46688739	46692478	ONT	55.99	0	1
HOXB13	GRCh37	17	46802125	46806540	ONT	59.05	0	1
GIP	GRCh37	17	47035916	47045958	ONT	56.74	0	1
B4GALNT2	GRCh37	17	47209822	47247351	ONT	54.46	0	1
PHB	GRCh37	17	47481414	47492246	ONT	55.2	0	1
SPOP	GRCh37	17	47676246	47755596	ONT	55.67	0	1
KAT7	GRCh37	17	47865917	47906458	ONT	55.09	0	1
DLX3	GRCh37	17	48067369	48072588	ONT	51.56	0	1
ITGA3	GRCh37	17	48133332	48167845	ONT	53.28	0	1
SGCA	GRCh37	17	48241575	48253292	ONT	59.61	0	1
COL1A1	GRCh37	17	48260650	48278993	ONT	61.12	0	1
XYLT2	GRCh37	17	48423453	48440499	ONT	45.03	0	1
EME1	GRCh37	17	48450581	48458844	ONT	49.66	0	1
CACNA1G	GRCh37	17	48638429	48704835	ONT	54.65	0	1
ABCC3	GRCh37	17	48712138	48769613	ONT	52.12	0	1
NME1	GRCh37	17	49230897	49239789	ONT	55.06	0	1
HLF	GRCh37	17	53342373	53402426	ONT	65.08	0	1
NOG	GRCh37	17	54671060	54672951	ONT	47.96	0	1
DGKE	GRCh37	17	54911460	54946036	ONT	72.08	0	1
MSI2	GRCh37	17	55333212	55762046	ONT	58.28	0	1
MKS1	GRCh37	17	56282803	56296966	ONT	56.64	0	1
RNF43	GRCh37	17	56429861	56494956	ONT	60.09	0	1
TEX14	GRCh37	17	56634039	56769416	ONT	56.4	0	1
RAD51C	GRCh37	17	56769934	56811703	ONT	63	0	1
TRIM37	GRCh37	17	57059999	57184282	ONT	64.6	0	1
CLTC	GRCh37	17	57697219	57773671	ONT	63.28	0	1
CA4	GRCh37	17	58227297	58248260	ONT	51.37	0	1
PPM1D	GRCh37	17	58677544	58741849	ONT	60.59	0	1
TBX2	GRCh37	17	59477257	59486827	ONT	56.02	0	1
TBX4	GRCh37	17	59529765	59562471	ONT	57.95	0	1
BRIP1	GRCh37	17	59758627	59940882	ONT	61.6	0	1
MED13	GRCh37	17	60019966	60142643	ONT	57.5	0	1
MRC2	GRCh37	17	60704762	60770958	ONT	62.33	0	1
ACE	GRCh37	17	61554422	61599205	ONT	49.25	0	1
TACO1	GRCh37	17	61678231	61685725	ONT	54.67	0	1
STRADA	GRCh37	17	61780192	61819330	ONT	54.07	0	1
GH2	GRCh37	17	61957578	61959295	ONT	58.75	0	1
CSH1	GRCh37	17	61972275	61974021	ONT	57.54	0	1
GH1	GRCh37	17	61994560	61996179	ONT	55.28	0	1
CD79B	GRCh37	17	62006100	62009714	ONT	52.94	0	1
SCN4A	GRCh37	17	62015914	62050278	ONT	51.48	0	1
RGS9	GRCh37	17	63133549	63223821	ONT	55.67	0	1
AXIN2	GRCh37	17	63524681	63557765	ONT	65.65	0	1
APOH	GRCh37	17	64208151	64252643	ONT	59.83	0	1
PRKCA	GRCh37	17	64298754	64806861	ONT	61.38	0	1
CACNG4	GRCh37	17	64961026	65029514	ONT	57.17	0	1
PRKAR1A	GRCh37	17	66507921	66547460	ONT	58.63	0	1
FAM20A	GRCh37	17	66531254	66597530	ONT	68.39	0	1
KCNJ2	GRCh37	17	68164814	68176189	ONT	74.66	0	1
SOX9	GRCh37	17	70117161	70122561	ONT	42.64	0	1
COG1	GRCh37	17	71189129	71204646	ONT	57.82	0	1
RPL38	GRCh37	17	72199721	72206794	ONT	45.7	0	1
DNAI2	GRCh37	17	72270386	72311023	ONT	47.01	0	1
SLC9A3R1	GRCh37	17	72744791	72765492	ONT	50.69	0	1
USH1G	GRCh37	17	72912176	72919351	ONT	50.37	0	1
SLC25A19	GRCh37	17	73269073	73285591	ONT	62.73	0	1
TSEN54	GRCh37	17	73512141	73520820	ONT	50.39	0	1
ITGB4	GRCh37	17	73717408	73753899	ONT	51.63	0	1
GALK1	GRCh37	17	73747675	73761792	ONT	54.42	0	1
H3F3B	GRCh37	17	73772515	73781974	ONT	52.45	0	1
UNC13D	GRCh37	17	73823306	73840798	ONT	44.09	0	1
ACOX1	GRCh37	17	73937588	73975515	ONT	49.21	0	1
FOXJ1	GRCh37	17	74132414	74137380	ONT	52.94	0	1
AANAT	GRCh37	17	74449433	74466199	ONT	62	0	1
RHBDF2	GRCh37	17	74466973	74497872	ONT	61.17	0	1
PRCD	GRCh37	17	74523668	74549660	ONT	49.68	0	1
ST6GALNAC2	GRCh37	17	74559792	74583038	ONT	48.16	0	1
ST6GALNAC1	GRCh37	17	74620843	74639920	ONT	53.1	0	1
SRSF2	GRCh37	17	74730197	74733456	ONT	52.12	0	1
MGAT5B	GRCh37	17	74864538	74946475	ONT	59.14	0	1
TMC6	GRCh37	17	76106539	76128488	ONT	44.27	0	1
TMC8	GRCh37	17	76126851	76139049	ONT	40.69	0	1
SOCS3	GRCh37	17	76352864	76356158	ONT	47.89	0	1
CANT1	GRCh37	17	76987799	77005949	ONT	49.52	0	1
CBX4	GRCh37	17	77806955	77813228	ONT	60.48	0	1
CCDC40	GRCh37	17	78010435	78074412	ONT	60.58	0	1
GAA	GRCh37	17	78075355	78093678	ONT	60.43	0	1
CARD14	GRCh37	17	78143791	78183130	ONT	52.14	0	1
SGSH	GRCh37	17	78180515	78194722	ONT	50.1	0	1
RNF213	GRCh37	17	78234665	78372586	ONT	53.48	0	1
RPTOR	GRCh37	17	78518619	78940171	ONT	59.3	0	1
FSCN2	GRCh37	17	79495422	79504156	ONT	48.76	0.033262199	1
PDE6G	GRCh37	17	79617489	79630142	ONT	41.72	0	1
CCDC137	GRCh37	17	79633394	79640934	ONT	39.67	0	1
GCGR	GRCh37	17	79762008	79771889	ONT	30.1	0	0.658366913
ARHGDIA	GRCh37	17	79825597	79829282	ONT	37.22	0	1
PYCR1	GRCh37	17	79890260	79900288	ONT	39.82	0	1
ASPSCR1	GRCh37	17	79934683	79975282	ONT	34.63	0	1
GPS1	GRCh37	17	80008567	80015346	ONT	42.22	0	1
FASN	GRCh37	17	80036214	80056208	ONT	46.1	0	1
SLC16A3	GRCh37	17	80186273	80219005	ONT	49.25	0	1
CSNK1D	GRCh37	17	80196899	80231607	ONT	49.08	0	1
WDR45B	GRCh37	17	80572438	80606429	ONT	49.81	0	1
FN3K	GRCh37	17	80693451	80709073	ONT	46.36	0	1
ZNF750	GRCh37	17	80787311	80798454	ONT	47.43	0	1
TYMS	GRCh37	18	657604	673578	ONT	55.72	0	1
SMCHD1	GRCh37	18	2655737	2805015	ONT	69.49	0	1
LPIN2	GRCh37	18	2916992	3013313	ONT	60.65	0	1
MYOM1	GRCh37	18	3066805	3220106	ONT	60.93	4.96635e-4	1
TGIF1	GRCh37	18	3411606	3458409	ONT	55.1	0	1
LAMA1	GRCh37	18	6941743	7117813	ONT	57.22	0	1
NDUFV2	GRCh37	18	9102628	9134343	ONT	55.31	0	1
APCDD1	GRCh37	18	10454625	10489945	ONT	64.63	0	1
GNAL	GRCh37	18	11688955	11885684	ONT	51.96	0	1
AFG3L2	GRCh37	18	12328943	12377313	ONT	65.54	0	1
MC2R	GRCh37	18	13882043	13915706	ONT	62.72	0	1
ROCK1	GRCh37	18	18526867	18691812	ONT	64.05	0.004532923	0.980331308
MIB1	GRCh37	18	19284918	19450918	ONT	65.58	0	1
GATA6	GRCh37	18	19749404	19782491	ONT	57.74	0	1
RBBP8	GRCh37	18	20378224	20606451	ONT	66.31	0	1
NPC1	GRCh37	18	21086148	21166862	ONT	65.56	0	1
LAMA3	GRCh37	18	21269407	21535030	ONT	60.94	0	1
ZNF521	GRCh37	18	22641890	22932154	ONT	55.04	0	1
SS18	GRCh37	18	23596578	23671181	ONT	61.86	0	1
AQP4	GRCh37	18	24432002	24445782	ONT	62.27	0	1
DSC3	GRCh37	18	28569974	28622781	ONT	59.35	0	1
DSC2	GRCh37	18	28645940	28682378	ONT	61.99	0	1
DSG1	GRCh37	18	28898052	28936992	ONT	56.86	0	1
DSG4	GRCh37	18	28956740	28994875	ONT	54.79	0	1
DSG3	GRCh37	18	29027758	29058665	ONT	63.24	0	1
DSG2	GRCh37	18	29078006	29128971	ONT	67.86	0	1
TTR	GRCh37	18	29171689	29178974	ONT	70.08	0	1
B4GALT6	GRCh37	18	29202210	29265799	ONT	64.09	0	1
ASXL3	GRCh37	18	31158579	31331156	ONT	55.45	0	1
DTNA	GRCh37	18	32073254	32471808	ONT	70.49	0	1
ELP2	GRCh37	18	33709407	33757909	ONT	57.06	0	1
MOCOS	GRCh37	18	33767482	33852120	ONT	58.37	0	1
SETBP1	GRCh37	18	42260138	42648475	ONT	56.04	0	1
SLC14A1	GRCh37	18	43304092	43332485	ONT	48.05	0	1
EPG5	GRCh37	18	43427574	43547240	ONT	54.56	0	1
PSTPIP2	GRCh37	18	43563502	43652238	ONT	54.41	0	1
LOXHD1	GRCh37	18	44056935	44236996	ONT	62.51	0	1
ST8SIA5	GRCh37	18	44259081	44339220	ONT	58.53	0	1
KATNAL2	GRCh37	18	44497455	44627658	ONT	99.81	0.093705751	1
TCEB3C	GRCh37	18	44554573	44556449	ONT	204.08	0.380862547	1
IER3IP1	GRCh37	18	44661027	44702652	ONT	64.29	0	1
SMAD2	GRCh37	18	45357922	45457515	ONT	59.27	0	1
SMAD7	GRCh37	18	46446223	46477081	ONT	69.66	0	1
DYM	GRCh37	18	46570039	46987717	ONT	62.84	0	1
LIPG	GRCh37	18	47087069	47119272	ONT	57.08	0	1
MYO5B	GRCh37	18	47349183	47721463	ONT	59.06	0	1
CCDC11	GRCh37	18	47753563	47792892	ONT	56.47	0	1
MBD1	GRCh37	18	47793252	47808144	ONT	57.43	0	1
ME2	GRCh37	18	48405419	48474691	ONT	56.32	0	1
SMAD4	GRCh37	18	48494410	48611415	ONT	61.15	0	1
DCC	GRCh37	18	49866542	51057784	ONT	60.01	5.40917e-4	1
DYNAP	GRCh37	18	52254988	52266724	ONT	63.06	0	1
RAB27B	GRCh37	18	52385091	52562747	ONT	61.6	0	1
TCF4	GRCh37	18	52889562	53332018	ONT	68.2	0	1
ST8SIA3	GRCh37	18	55018044	55038962	ONT	63.23	0	1
FECH	GRCh37	18	55215515	55254004	ONT	61.12	0	1
ATP8B1	GRCh37	18	55313658	55470333	ONT	56.34	0	1
NEDD4L	GRCh37	18	55711599	56068772	ONT	65.26	0	1
MALT1	GRCh37	18	56338618	56417371	ONT	65.12	0	1
RAX	GRCh37	18	56934267	56941318	ONT	51.78	0	1
LMAN1	GRCh37	18	56995055	57027194	ONT	49.94	0	1
CCBE1	GRCh37	18	57098172	57364612	ONT	57.92	0	1
MC4R	GRCh37	18	58038564	58040001	ONT	58.3	0	1
PIGN	GRCh37	18	59710800	59854351	ONT	75.45	0	1
TNFRSF11A	GRCh37	18	59992520	60058516	ONT	68.95	0	1
BCL2	GRCh37	18	60790579	60987361	ONT	69.71	0	1
KDSR	GRCh37	18	60994959	61034743	ONT	58.84	0	1
SERPINB5	GRCh37	18	61143994	61172318	ONT	67.9	0	1
SERPINB11	GRCh37	18	61314813	61391127	ONT	61.73	0	1
RTTN	GRCh37	18	67671029	67873181	ONT	68.24	0	1
CYB5A	GRCh37	18	71920530	71959251	ONT	55.12	0	1
ZNF407	GRCh37	18	72265106	72777627	ONT	55.27	0	0.909505702
TSHZ1	GRCh37	18	72922710	73001905	ONT	58.5	0	1
GALR1	GRCh37	18	74962505	74980858	ONT	66.03	0.014463695	1
CTDP1	GRCh37	18	77439801	77514510	ONT	51.78	0	1
BSG	GRCh37	19	571297	583493	ONT	40.69	0	0.94970879
HCN2	GRCh37	19	589893	617159	ONT	45.07	0	1
POLRMT	GRCh37	19	617223	633597	ONT	49.13	0	1
FSTL3	GRCh37	19	676392	683385	ONT	47.09	0	1
ELANE	GRCh37	19	851014	856242	ONT	49.02	0	1
CFD	GRCh37	19	859453	863453	ONT	50.11	0	1
KISS1R	GRCh37	19	917287	921015	ONT	50.5	0	1
HMHA1	GRCh37	19	1065922	1086627	ONT	51.27	0	1
STK11	GRCh37	19	1189406	1228428	ONT	37.45	0	1
NDUFS7	GRCh37	19	1383526	1395583	ONT	41.13	0	1
GAMT	GRCh37	19	1397091	1401569	ONT	41.84	0	1
RPS15	GRCh37	19	1438358	1440583	ONT	46.02	0	1
MBD3	GRCh37	19	1576639	1592882	ONT	40.48	0	1
TCF3	GRCh37	19	1609291	1652604	ONT	42.92	0	1
AP3D1	GRCh37	19	2100988	2164464	ONT	46.5	0	1
DOT1L	GRCh37	19	2164148	2232577	ONT	49.16	0	1
AMH	GRCh37	19	2249308	2252072	ONT	44.08	0	1
MIR4321	GRCh37	19	2250638	2250717	ONT	43.91	0	1
LMNB2	GRCh37	19	2427636	2456994	ONT	40.2	0	1
GNA11	GRCh37	19	3094408	3124002	ONT	44.1	0	1
GIPC3	GRCh37	19	3585551	3593539	ONT	49.19	0	1
TBXA2R	GRCh37	19	3594504	3606838	ONT	51.42	0	1
PIP5K1C	GRCh37	19	3630181	3700477	ONT	50.86	0	1
RAX2	GRCh37	19	3769087	3772233	ONT	56.55	0	1
ATCAY	GRCh37	19	3879862	3928077	ONT	45.95	0	1
MAP2K2	GRCh37	19	4090319	4124126	ONT	55.02	0	1
CREB3L3	GRCh37	19	4153598	4173051	ONT	53.82	0	1
SH3GL1	GRCh37	19	4360367	4400544	ONT	41.67	0	1
FEM1A	GRCh37	19	4791728	4795571	ONT	53.32	0	1
TICAM1	GRCh37	19	4815944	4831716	ONT	49.16	0	1
RPL36	GRCh37	19	5674958	5691887	ONT	48.61	0	1
NRTN	GRCh37	19	5823813	5828335	ONT	39.04	0	1
FUT6	GRCh37	19	5830621	5839742	ONT	37.39	0	1
FUT3	GRCh37	19	5842899	5851485	ONT	36.49	0	1
NDUFA11	GRCh37	19	5891287	5904017	ONT	37.3	0	1
RFX2	GRCh37	19	5993175	6199583	ONT	50.16	0	1
MLLT1	GRCh37	19	6212966	6279959	ONT	56.16	0	1
PSPN	GRCh37	19	6375159	6379069	ONT	63.66	0	1
TNFSF14	GRCh37	19	6663148	6670599	ONT	54.13	0	1
C3	GRCh37	19	6677715	6730573	ONT	57.76	0.00445842	1
VAV1	GRCh37	19	6772725	6857377	ONT	60.12	0	1
INSR	GRCh37	19	7112266	7294045	ONT	48.1	0	0.955108464
MCOLN1	GRCh37	19	7587512	7598895	ONT	56.41	0	1
PNPLA6	GRCh37	19	7598890	7626650	ONT	55.35	0	1
STXBP2	GRCh37	19	7701767	7712759	ONT	61.69	0	1
RETN	GRCh37	19	7733930	7735334	ONT	61.97	0	1
CD209	GRCh37	19	7804879	7812464	ONT	65.44	0	1
MAP2K7	GRCh37	19	7968728	7979363	ONT	47.16	0	1
TIMM44	GRCh37	19	7991603	8008805	ONT	47.07	0	1
CD320	GRCh37	19	8367011	8373240	ONT	57.22	0	1
ANGPTL4	GRCh37	19	8428173	8439257	ONT	59.78	0	1
MUC16	GRCh37	19	8959520	9092018	ONT	59.68	0	1
PIN1	GRCh37	19	9945933	9960358	ONT	49.89	0	1
OLFM2	GRCh37	19	9964394	10047228	ONT	47.25	0	1
RDH8	GRCh37	19	10123925	10132955	ONT	45.08	0	1
ANGPTL6	GRCh37	19	10203014	10213472	ONT	46.89	0	1
DNMT1	GRCh37	19	10244021	10341962	ONT	55.69	0	1
ICAM1	GRCh37	19	10381511	10397291	ONT	53.46	0	1
ICAM4	GRCh37	19	10397643	10399198	ONT	51.69	0	1
TYK2	GRCh37	19	10461209	10491352	ONT	45.73	0	1
KEAP1	GRCh37	19	10596796	10614417	ONT	46.08	0	1
SLC44A2	GRCh37	19	10713133	10755235	ONT	43.78	0	1
DNM2	GRCh37	19	10828755	10944164	ONT	49.5	0	1
SMARCA4	GRCh37	19	11071598	11176071	ONT	49.55	0	1
LDLR	GRCh37	19	11200038	11244492	ONT	49.64	0	1
DOCK6	GRCh37	19	11309971	11373157	ONT	48.17	0	1
EPOR	GRCh37	19	11488236	11495018	ONT	45.24	0	1
PRKCSH	GRCh37	19	11546109	11561783	ONT	40.76	0	1
ECSIT	GRCh37	19	11616731	11639989	ONT	51.71	0	1
ACP5	GRCh37	19	11685475	11689823	ONT	44.89	0	1
MAN2B1	GRCh37	19	12757325	12777556	ONT	49.58	0	1
JUNB	GRCh37	19	12902310	12904124	ONT	50.12	0	1
RNASEH2A	GRCh37	19	12917394	12924452	ONT	47.89	0	1
RTBDN	GRCh37	19	12936292	12946242	ONT	46.7	0	1
DNASE2	GRCh37	19	12986025	12992282	ONT	44.43	0	1
KLF1	GRCh37	19	12995237	12997995	ONT	43.66	0	1
GCDH	GRCh37	19	13001840	13025021	ONT	45.46	0	1
SYCE2	GRCh37	19	13009600	13030090	ONT	45.83	0	1
CALR	GRCh37	19	13049392	13055303	ONT	46.28	0	1
NFIX	GRCh37	19	13106422	13209610	ONT	49.33	0	1
LYL1	GRCh37	19	13209847	13213975	ONT	54.18	0	1
TRMT1	GRCh37	19	13215716	13228381	ONT	54.95	0	1
CACNA1A	GRCh37	19	13317256	13734804	ONT	56.32	0	1
MIR27A	GRCh37	19	13947254	13947331	ONT	61.05	0	1
CC2D1A	GRCh37	19	14017014	14041692	ONT	53.59	0	1
PRKACA	GRCh37	19	14202500	14228896	ONT	40.22	0	1
DNAJB1	GRCh37	19	14625582	14640582	ONT	51.67	0	1
TECR	GRCh37	19	14627897	14676792	ONT	51.13	0	1
NOTCH3	GRCh37	19	15270444	15311792	ONT	65.54	0	1
BRD4	GRCh37	19	15347647	15443356	ONT	60.77	0	1
CYP4F22	GRCh37	19	15619304	15663128	ONT	61.17	0	1
CYP4F3	GRCh37	19	15751707	15773635	ONT	57.99	0	1
CYP4F12	GRCh37	19	15783567	15807984	ONT	59.61	0	1
CYP4F2	GRCh37	19	15988833	16008930	ONT	59.64	0	1
TPM4	GRCh37	19	16177831	16213813	ONT	52.33	0	1
CALR3	GRCh37	19	16589868	16607003	ONT	56.43	0	1
MYO9B	GRCh37	19	17186591	17325346	ONT	53.96	0	1
NXNL1	GRCh37	19	17566234	17571763	ONT	54.92	0	1
B3GNT3	GRCh37	19	17905637	17923891	ONT	49.48	0	1
INSL3	GRCh37	19	17927321	17932383	ONT	50.83	0	1
JAK3	GRCh37	19	17935589	17958880	ONT	48.13	0	1
SLC5A5	GRCh37	19	17982782	18005983	ONT	51.08	0	1
IL12RB1	GRCh37	19	18169805	18209754	ONT	59.86	0	1
PIK3R2	GRCh37	19	18263928	18281350	ONT	55.86	0	1
ELL	GRCh37	19	18553473	18632937	ONT	50.83	0	1
FKBP8	GRCh37	19	18642561	18654887	ONT	48.91	0	1
CRLF1	GRCh37	19	18683030	18718551	ONT	53.14	0	1
CRTC1	GRCh37	19	18794487	18893004	ONT	50.24	0	1
COMP	GRCh37	19	18893583	18902123	ONT	44.51	0	1
GDF1	GRCh37	19	18979361	19006905	ONT	49.67	0	1
RFXANK	GRCh37	19	19303008	19312678	ONT	56.79	0	1
NDUFA13	GRCh37	19	19626545	19644285	ONT	49.58	0	1
ZNF429	GRCh37	19	21679484	21739072	ONT	63.34	0	1
UQCRFS1	GRCh37	19	29698173	29704448	ONT	53.95	0	1
C19orf12	GRCh37	19	30191721	30206364	ONT	38.87	0	1
CCNE1	GRCh37	19	30302805	30315215	ONT	48.76	0	1
RGS9BP	GRCh37	19	33166313	33169206	ONT	57.44	0	1
SLC7A9	GRCh37	19	33321415	33360672	ONT	57.97	0	1
CEP89	GRCh37	19	33369902	33462897	ONT	60.57	0	1
RHPN2	GRCh37	19	33469499	33555794	ONT	55.67	0	1
SLC7A10	GRCh37	19	33699570	33716756	ONT	52.01	0	1
CEBPA	GRCh37	19	33790840	33793470	ONT	45.76	0	1
CEBPA-AS1	GRCh37	19	33793763	33795960	ONT	46.21	0	1
PEPD	GRCh37	19	33877856	34012700	ONT	50.24	0	1
CHST8	GRCh37	19	34112861	34264414	ONT	57.2	0	1
GPI	GRCh37	19	34850385	34893061	ONT	55.75	0.027142097	1
SCN1B	GRCh37	19	35521588	35531352	ONT	56.03	0	1
LGI4	GRCh37	19	35615417	35633355	ONT	60.2	0	1
HAMP	GRCh37	19	35771619	35776046	ONT	46.58	0	1
FFAR1	GRCh37	19	35842445	35843367	ONT	47.84	0	1
COX6B1	GRCh37	19	36139125	36149763	ONT	64.23	0	1
PSENEN	GRCh37	19	36236015	36237911	ONT	46.69	0	1
HSPB6	GRCh37	19	36245469	36248980	ONT	48.17	0	1
NPHS1	GRCh37	19	36316866	36360189	ONT	46.42	0	1
TYROBP	GRCh37	19	36395303	36399197	ONT	43.26	0	1
SDHAF1	GRCh37	19	36486090	36487220	ONT	49.48	0	1
WDR62	GRCh37	19	36545783	36596008	ONT	52.32	0	1
ZNF420	GRCh37	19	37498759	37621216	ONT	48.74	0	1
SPINT2	GRCh37	19	38734675	38783254	ONT	47.36	0	1
RYR1	GRCh37	19	38924339	39078204	ONT	51.86	0	1
ACTN4	GRCh37	19	39138289	39222223	ONT	51.5	0	1
SARS2	GRCh37	19	39405906	39440495	ONT	55.49	0	1
IFNL3	GRCh37	19	39734246	39735646	ONT	49.98	0	1
ZFP36	GRCh37	19	39897453	39900052	ONT	46.31	0	1
DLL3	GRCh37	19	39989535	39999121	ONT	38.47	0	1
LGALS13	GRCh37	19	40093164	40098116	ONT	60.08	0	1
AKT2	GRCh37	19	40736224	40791443	ONT	54.03	0	1
PRX	GRCh37	19	40899675	40919273	ONT	56.47	0	1
LTBP4	GRCh37	19	41098789	41135725	ONT	55.32	0	1
ITPKC	GRCh37	19	41223008	41246765	ONT	72.54	0	1
CYP2A6	GRCh37	19	41349443	41356352	ONT	65.25	0	1
CYP2G1P	GRCh37	19	41396731	41406413	ONT	63.93	0	1
CYP2B6	GRCh37	19	41497204	41524303	ONT	59.43	0	1
CYP2A7P1	GRCh37	19	41530172	41533625	ONT	62.61	0	1
CYP2A13	GRCh37	19	41594377	41602100	ONT	52.92	0	1
CYP2F1	GRCh37	19	41620337	41634271	ONT	46.83	0	1
AXL	GRCh37	19	41725108	41767671	ONT	49.16	0	1
TGFB1	GRCh37	19	41807492	41859816	ONT	50.63	0	1
B9D2	GRCh37	19	41860326	41870078	ONT	48.36	0	1
BCKDHA	GRCh37	19	41884215	41930910	ONT	49.83	0	1
B3GNT8	GRCh37	19	41931264	41934635	ONT	52	0	1
ATP5SL	GRCh37	19	41937223	41946622	ONT	51.88	0	1
RPS19	GRCh37	19	42363988	42376994	ONT	49.81	0	1
CD79A	GRCh37	19	42381190	42385439	ONT	50.83	0	1
ATP1A3	GRCh37	19	42470734	42501649	ONT	44.73	0	1
GRIK5	GRCh37	19	42502473	42573650	ONT	51.41	0	1
ZNF526	GRCh37	19	42724423	42732353	ONT	38.99	0	1
CIC	GRCh37	19	42772689	42799949	ONT	42.39	0	1
PAFAH1B3	GRCh37	19	42801185	42807698	ONT	43.5	0	1
MEGF8	GRCh37	19	42829761	42882921	ONT	46.23	0	1
CD177	GRCh37	19	43857811	43867480	ONT	47.24	0	1
ETHE1	GRCh37	19	44010871	44031396	ONT	49.69	0	1
XRCC1	GRCh37	19	44047192	44084625	ONT	45.49	0	1
CEACAM16	GRCh37	19	45202421	45213986	ONT	47.5	0	1
BCL3	GRCh37	19	45250962	45263301	ONT	45.92	0	1
CBLC	GRCh37	19	45281126	45303891	ONT	46.38	0	1
BCAM	GRCh37	19	45312328	45324673	ONT	46.48	0	1
APOE	GRCh37	19	45409011	45412650	ONT	38.92	0	1
APOC1	GRCh37	19	45417504	45422606	ONT	38.76	0	1
APOC4	GRCh37	19	45445495	45452820	ONT	43.5	0	1
APOC2	GRCh37	19	45449243	45452822	ONT	43.99	0	1
CLPTM1	GRCh37	19	45457842	45496599	ONT	49.39	0	1
BLOC1S3	GRCh37	19	45682003	45685059	ONT	44.71	0	0.984880156
CKM	GRCh37	19	45809672	45826235	ONT	47.75	0	1
ERCC2	GRCh37	19	45853095	45874176	ONT	43.52	0	1
PPP1R13L	GRCh37	19	45882892	45909607	ONT	42.06	0	1
ERCC1	GRCh37	19	45910591	45982086	ONT	43.56	0	1
RTN2	GRCh37	19	45988547	46000319	ONT	48.52	0	1
OPA3	GRCh37	19	46030685	46105470	ONT	63.2	0	1
GIPR	GRCh37	19	46171502	46186982	ONT	54.11	0	1
SIX5	GRCh37	19	46268043	46272484	ONT	47.98	0	1
DMPK	GRCh37	19	46272975	46285810	ONT	46.44	0	1
FOXA3	GRCh37	19	46367247	46377055	ONT	45.12	0	1
CCDC8	GRCh37	19	46913629	46916841	ONT	54.63	0	1
CALM3	GRCh37	19	47104331	47114050	ONT	57.82	0	1
PTGIR	GRCh37	19	47123725	47128375	ONT	57.93	0	1
FKRP	GRCh37	19	47249303	47280245	ONT	58.41	0	1
SLC1A5	GRCh37	19	47278140	47291851	ONT	64.05	0	1
C5AR2	GRCh37	19	47835404	47846606	ONT	49.56	0	1
EHD2	GRCh37	19	48216600	48246391	ONT	46.02	0	1
CRX	GRCh37	19	48322703	48346587	ONT	58.09	0	1
SULT2A1	GRCh37	19	48373723	48389654	ONT	59.61	0.052046271	1
LIG1	GRCh37	19	48618702	48673860	ONT	56.42	0	1
CCDC114	GRCh37	19	48799714	48825151	ONT	52.24	0	1
SULT2B1	GRCh37	19	49055332	49102682	ONT	58.27	0	1
FUT2	GRCh37	19	49199228	49209207	ONT	49.74	0	1
